label_name,feature_type,min_samples_leaf,min_samples_split,criterion,train_f1_score,val_f1_score
coalitions,scaled,5,4,gini,0.6396805188262761,0.22425374574994855
coalitions,scaled,6,4,gini,0.5897053766019693,0.2384615976455809
coalitions,scaled,7,4,gini,0.5405779407596673,0.2274951258480212
coalitions,scaled,8,4,gini,0.5144170981951304,0.2225396498244776
coalitions,scaled,9,4,gini,0.4840004510422397,0.20359132031819063
coalitions,scaled,10,4,gini,0.4628108086360272,0.19470112384889243
coalitions,scaled,11,4,gini,0.44360463020450125,0.211965707253262
coalitions,scaled,12,4,gini,0.4305368014381884,0.21002110148965883
coalitions,scaled,13,4,gini,0.40001438960740876,0.20361131261442064
coalitions,scaled,14,4,gini,0.3870329990071841,0.2056705420838209
coalitions,scaled,15,4,gini,0.3642360484025472,0.21320982136503103
coalitions,scaled,16,4,gini,0.35110893265617743,0.21639519175939506
coalitions,scaled,17,4,gini,0.3529077180466972,0.21581732212783805
coalitions,scaled,18,4,gini,0.3449344064333345,0.2099037410134968
coalitions,scaled,19,4,gini,0.3380967426448583,0.21263812830411427
coalitions,scaled,2,5,gini,0.8230662576568735,0.23135692826998944
coalitions,scaled,3,5,gini,0.7668350776951827,0.2191315107079405
coalitions,scaled,4,5,gini,0.6895442542175545,0.20275898559533306
coalitions,scaled,5,5,gini,0.6406794949002866,0.23001853807385647
coalitions,scaled,6,5,gini,0.5941882539034273,0.24398735421467102
coalitions,scaled,7,5,gini,0.5410913678342519,0.22048067890350156
coalitions,scaled,8,5,gini,0.5150532670216441,0.22951116370282376
coalitions,scaled,9,5,gini,0.4840004510422397,0.20359132031819063
coalitions,scaled,10,5,gini,0.46183660562461626,0.19436046582937772
coalitions,scaled,11,5,gini,0.4436173984484116,0.20898058017780205
coalitions,scaled,12,5,gini,0.4381266515119785,0.20608961089851136
coalitions,scaled,13,5,gini,0.40002535825741836,0.2116116480977032
coalitions,scaled,14,5,gini,0.39091730681896936,0.21723953392880763
coalitions,scaled,15,5,gini,0.3640261813712661,0.2185685969563648
coalitions,scaled,16,5,gini,0.35110893265617743,0.21660581719303568
coalitions,scaled,17,5,gini,0.3529077180466972,0.21676344175816822
coalitions,scaled,18,5,gini,0.3453684899874505,0.21022511501908134
coalitions,scaled,19,5,gini,0.33873756914237424,0.2129564343762116
coalitions,scaled,2,6,gini,0.7960699943771709,0.23558859844696647
coalitions,scaled,3,6,gini,0.7663297043783943,0.21491778853861065
coalitions,scaled,4,6,gini,0.6877509103944405,0.19734890513732392
coalitions,scaled,5,6,gini,0.6399437177582435,0.22476629180450874
coalitions,scaled,6,6,gini,0.5938269189511413,0.24979708581266805
coalitions,scaled,7,6,gini,0.5421669262673825,0.22338298515060048
coalitions,scaled,8,6,gini,0.514813322403358,0.23070654782106118
coalitions,scaled,9,6,gini,0.4839219915334366,0.2027107458661876
coalitions,scaled,10,6,gini,0.461837821754359,0.19176787323678512
coalitions,scaled,11,6,gini,0.44353895241140995,0.21041560866073997
coalitions,scaled,12,6,gini,0.4381266515119785,0.20639445498240927
coalitions,scaled,13,6,gini,0.40002535825741836,0.21118584752904548
coalitions,scaled,14,6,gini,0.39093423787894904,0.21104368896103282
coalitions,scaled,15,6,gini,0.3640261813712661,0.2185685969563648
coalitions,scaled,16,6,gini,0.35110893265617743,0.21639519175939506
coalitions,scaled,17,6,gini,0.3529077180466972,0.21612642690848757
coalitions,scaled,18,6,gini,0.3453684899874505,0.2134281984853227
coalitions,scaled,19,6,gini,0.33873756914237424,0.21683418430659313
coalitions,scaled,2,7,gini,0.77519226114228,0.2308038248344685
coalitions,scaled,3,7,gini,0.7458224876563997,0.228065107678551
coalitions,scaled,4,7,gini,0.689107258992216,0.2035685679372708
coalitions,scaled,5,7,gini,0.6398112386771362,0.22591840773791816
coalitions,scaled,6,7,gini,0.5904542307803922,0.22825804948611245
coalitions,scaled,7,7,gini,0.5432678868697004,0.22651060008755905
coalitions,scaled,8,7,gini,0.5131625086734279,0.22004206011046445
coalitions,scaled,9,7,gini,0.4847886978143424,0.20157379496179484
coalitions,scaled,10,7,gini,0.46270602035587743,0.19061347208238397
coalitions,scaled,11,7,gini,0.4446654655247045,0.2057328937132477
coalitions,scaled,12,7,gini,0.4305368014381884,0.21025679172534906
coalitions,scaled,13,7,gini,0.40163615600913305,0.22256523416453158
coalitions,scaled,14,7,gini,0.3870329990071841,0.2081428845561634
coalitions,scaled,15,7,gini,0.3642360484025472,0.21320982136503103
coalitions,scaled,16,7,gini,0.35110893265617743,0.21639519175939506
coalitions,scaled,17,7,gini,0.3529077180466972,0.21661041792093388
coalitions,scaled,18,7,gini,0.3449344064333345,0.2099037410134968
coalitions,scaled,19,7,gini,0.33873756914237424,0.21683418430659313
coalitions,scaled,2,8,gini,0.7453045181020072,0.2039473533456972
coalitions,scaled,3,8,gini,0.71821662068868,0.22253310956257427
coalitions,scaled,4,8,gini,0.6899686629541368,0.2144137867151578
coalitions,scaled,5,8,gini,0.6409688761397423,0.22321675452784925
coalitions,scaled,6,8,gini,0.5887664552244514,0.22983654969922673
coalitions,scaled,7,8,gini,0.5422737445605808,0.22921941322911504
coalitions,scaled,8,8,gini,0.5155506807921685,0.23050208537216244
coalitions,scaled,9,8,gini,0.4839219915334366,0.2027107458661876
coalitions,scaled,10,8,gini,0.461837821754359,0.19436046582937772
coalitions,scaled,11,8,gini,0.4437267458386399,0.21114245799607984
coalitions,scaled,12,8,gini,0.4381266515119785,0.20632530113420158
coalitions,scaled,13,8,gini,0.40002535825741836,0.20853621590462396
coalitions,scaled,14,8,gini,0.3870499300671638,0.2110424232890354
coalitions,scaled,15,8,gini,0.3642360484025472,0.21320982136503103
coalitions,scaled,16,8,gini,0.3509654716196843,0.22243430846924345
coalitions,scaled,17,8,gini,0.3529077180466972,0.214696134827789
coalitions,scaled,18,8,gini,0.3453684899874505,0.2134281984853227
coalitions,scaled,19,8,gini,0.33873756914237424,0.21683418430659313
coalitions,scaled,2,9,gini,0.7210532309297137,0.21111117591834586
coalitions,scaled,3,9,gini,0.6963317695438707,0.20654383261903903
coalitions,scaled,4,9,gini,0.6722108510636429,0.22827543306654538
coalitions,scaled,5,9,gini,0.6396885150515199,0.23528882169121715
coalitions,scaled,6,9,gini,0.5932493325259094,0.23057163495370667
coalitions,scaled,7,9,gini,0.5422621237920986,0.22019234346526564
coalitions,scaled,8,9,gini,0.5133011519307307,0.22389427563354283
coalitions,scaled,9,9,gini,0.48486715732314545,0.20157379496179484
coalitions,scaled,10,9,gini,0.46270602035587743,0.19061347208238397
coalitions,scaled,11,9,gini,0.4424781170912067,0.2145829764939954
coalitions,scaled,12,9,gini,0.4381266515119785,0.20608961089851136
coalitions,scaled,13,9,gini,0.40001438960740876,0.20715261948721103
coalitions,scaled,14,9,gini,0.3870329990071841,0.20811932137470546
coalitions,scaled,15,9,gini,0.3642360484025472,0.21320982136503103
coalitions,scaled,16,9,gini,0.3509654716196843,0.22243430846924345
coalitions,scaled,17,9,gini,0.3529077180466972,0.21597034596507242
coalitions,scaled,18,9,gini,0.3449344064333345,0.2099037410134968
coalitions,scaled,19,9,gini,0.33873756914237424,0.2129564343762116
coalitions,scaled,2,10,gini,0.7025947576533905,0.21408249896821796
coalitions,scaled,3,10,gini,0.6829258665403096,0.19953260837605
coalitions,scaled,4,10,gini,0.6548291518399164,0.21359615959234043
coalitions,scaled,5,10,gini,0.6380511024148319,0.21911774307691712
coalitions,scaled,6,10,gini,0.5904542307803922,0.2386574688206383
coalitions,scaled,7,10,gini,0.5427282018059153,0.23190353705317152
coalitions,scaled,8,10,gini,0.5140385103195413,0.2236640715341486
coalitions,scaled,9,10,gini,0.4840004510422397,0.20359132031819063
coalitions,scaled,10,10,gini,0.46183660562461626,0.19584702383930938
coalitions,scaled,11,10,gini,0.4437267458386399,0.21109631840203083
coalitions,scaled,12,10,gini,0.4305368014381884,0.21002110148965883
coalitions,scaled,13,10,gini,0.40163615600913305,0.22736193298268806
coalitions,scaled,14,10,gini,0.39093423787894904,0.21973528541578716
coalitions,scaled,15,10,gini,0.3640261813712661,0.2185685969563648
coalitions,scaled,16,10,gini,0.35110893265617743,0.21660581719303568
coalitions,scaled,17,10,gini,0.3529077180466972,0.21581732212783805
coalitions,scaled,18,10,gini,0.3449344064333345,0.2099037410134968
coalitions,scaled,19,10,gini,0.3380967426448583,0.21263812830411427
coalitions,scaled,2,11,gini,0.6763319487634669,0.19651474248110004
coalitions,scaled,3,11,gini,0.6562444031644172,0.22348166066612674
coalitions,scaled,4,11,gini,0.6302197210922136,0.2202264634939625
coalitions,scaled,5,11,gini,0.614957508237139,0.22781839565632683
coalitions,scaled,6,11,gini,0.5951358520008572,0.2422446092259936
coalitions,scaled,7,11,gini,0.54208587090098,0.22520787372311069
coalitions,scaled,8,11,gini,0.5144170981951304,0.21905668152274066
coalitions,scaled,9,11,gini,0.48486715732314545,0.20157379496179484
coalitions,scaled,10,11,gini,0.46270602035587743,0.191494046534387
coalitions,scaled,11,11,gini,0.4436173984484116,0.21089179913693043
coalitions,scaled,12,11,gini,0.4298124558890605,0.20595601631418545
coalitions,scaled,13,11,gini,0.40163615600913305,0.21476180521228166
coalitions,scaled,14,11,gini,0.3870499300671638,0.21289291198162935
coalitions,scaled,15,11,gini,0.3640261813712661,0.2185685969563648
coalitions,scaled,16,11,gini,0.3509654716196843,0.22243430846924345
coalitions,scaled,17,11,gini,0.3529077180466972,0.21610427557054676
coalitions,scaled,18,11,gini,0.3453684899874505,0.2134281984853227
coalitions,scaled,19,11,gini,0.3380967426448583,0.21263812830411427
coalitions,scaled,2,12,gini,0.6606716644769783,0.20756056601574172
coalitions,scaled,3,12,gini,0.6395016563401879,0.22455689296517592
coalitions,scaled,4,12,gini,0.6180226803825645,0.22219112445118389
coalitions,scaled,5,12,gini,0.6017161322092177,0.23405204473712823
coalitions,scaled,6,12,gini,0.5947745170485712,0.24795942481726402
coalitions,scaled,7,12,gini,0.5413034876632283,0.22649802654891443
coalitions,scaled,8,12,gini,0.5146746791460551,0.23138995901878476
coalitions,scaled,9,12,gini,0.4840004510422397,0.20359132031819063
coalitions,scaled,10,12,gini,0.4628108086360272,0.1940866391269796
coalitions,scaled,11,12,gini,0.44255656312820835,0.21426727994795208
coalitions,scaled,12,12,gini,0.4381266515119785,0.20655548557822248
coalitions,scaled,13,12,gini,0.40001438960740876,0.2144885270914365
coalitions,scaled,14,12,gini,0.39093423787894904,0.21290654832389216
coalitions,scaled,15,12,gini,0.3640261813712661,0.2185685969563648
coalitions,scaled,16,12,gini,0.3509654716196843,0.22264493390288406
coalitions,scaled,17,12,gini,0.3529077180466972,0.21599249730301323
coalitions,scaled,18,12,gini,0.3453684899874505,0.2134281984853227
coalitions,scaled,19,12,gini,0.33873756914237424,0.2129564343762116
coalitions,scaled,2,13,gini,0.6418164944710945,0.22026988830756972
coalitions,scaled,3,13,gini,0.6254352895214622,0.22070318062039224
coalitions,scaled,4,13,gini,0.6027812344695576,0.23078956780480825
coalitions,scaled,5,13,gini,0.5830160753019223,0.2252682879936126
coalitions,scaled,6,13,gini,0.5673611442701554,0.23860635102345315
coalitions,scaled,7,13,gini,0.5425744300277435,0.22503966307940976
coalitions,scaled,8,13,gini,0.5154485646244786,0.22852440061304596
coalitions,scaled,9,13,gini,0.48486715732314545,0.20245436941379785
coalitions,scaled,10,13,gini,0.4628108086360272,0.19320606467497656
coalitions,scaled,11,13,gini,0.4437267458386399,0.20992568348139592
coalitions,scaled,12,13,gini,0.4305368014381884,0.21002110148965883
coalitions,scaled,13,13,gini,0.40164712465914265,0.22232443025785376
coalitions,scaled,14,13,gini,0.3870329990071841,0.20794268435596316
coalitions,scaled,15,13,gini,0.3640261813712661,0.2185685969563648
coalitions,scaled,16,13,gini,0.3509654716196843,0.22264493390288406
coalitions,scaled,17,13,gini,0.3529077180466972,0.21678559309610904
coalitions,scaled,18,13,gini,0.3453684899874505,0.21022511501908134
coalitions,scaled,19,13,gini,0.33873756914237424,0.2129564343762116
coalitions,scaled,2,14,gini,0.6367644997472436,0.21866754824829387
coalitions,scaled,3,14,gini,0.6208133332820567,0.2206044553247592
coalitions,scaled,4,14,gini,0.5934012434150931,0.22631752762242022
coalitions,scaled,5,14,gini,0.576486966852304,0.22626831890129245
coalitions,scaled,6,14,gini,0.5599228249241036,0.24563678131099104
coalitions,scaled,7,14,gini,0.5411727839582628,0.2271884615152035
coalitions,scaled,8,14,gini,0.5140394369249346,0.23165755210600344
coalitions,scaled,9,14,gini,0.4839219915334366,0.2027107458661876
coalitions,scaled,10,14,gini,0.46183660562461626,0.1932544312467168
coalitions,scaled,11,14,gini,0.4437139775947297,0.21121656372650416
coalitions,scaled,12,14,gini,0.4381266515119785,0.20655548557822248
coalitions,scaled,13,14,gini,0.40164712465914265,0.22280221480661763
coalitions,scaled,14,14,gini,0.3916918136365247,0.21184612678850273
coalitions,scaled,15,14,gini,0.3642360484025472,0.21320982136503103
coalitions,scaled,16,14,gini,0.3509654716196843,0.22243430846924345
coalitions,scaled,17,14,gini,0.3529077180466972,0.21581732212783805
coalitions,scaled,18,14,gini,0.3453684899874505,0.21022511501908134
coalitions,scaled,19,14,gini,0.33873756914237424,0.2129564343762116
coalitions,scaled,2,15,gini,0.6277274212022016,0.21607007636140665
coalitions,scaled,3,15,gini,0.6099788440914422,0.2249982743808408
coalitions,scaled,4,15,gini,0.5876643605072303,0.22793096407941782
coalitions,scaled,5,15,gini,0.5698411692068561,0.21954144627161148
coalitions,scaled,6,15,gini,0.5587521803377751,0.2316215166935216
coalitions,scaled,7,15,gini,0.5357302086753768,0.23550301063057882
coalitions,scaled,8,15,gini,0.5134032680984206,0.23001339021613884
coalitions,scaled,9,15,gini,0.48486715732314545,0.20157379496179484
coalitions,scaled,10,15,gini,0.4628108086360272,0.1949757147429668
coalitions,scaled,11,15,gini,0.4446654655247045,0.2064820372400055
coalitions,scaled,12,15,gini,0.4381266515119785,0.20608961089851136
coalitions,scaled,13,15,gini,0.40163615600913305,0.2273500231136353
coalitions,scaled,14,15,gini,0.39167488257654515,0.205884440651378
coalitions,scaled,15,15,gini,0.3640261813712661,0.2185685969563648
coalitions,scaled,16,15,gini,0.35110893265617743,0.21660581719303568
coalitions,scaled,17,15,gini,0.3529077180466972,0.21599249730301323
coalitions,scaled,18,15,gini,0.3453684899874505,0.21022511501908134
coalitions,scaled,19,15,gini,0.3380967426448583,0.21263812830411427
coalitions,scaled,2,16,gini,0.6175697588992842,0.21631413908524189
coalitions,scaled,3,16,gini,0.5990038748454813,0.21698581929430935
coalitions,scaled,4,16,gini,0.5759770548408472,0.22207839896069065
coalitions,scaled,5,16,gini,0.5572243939975319,0.22192634970697694
coalitions,scaled,6,16,gini,0.5477613884122237,0.23175366482377377
coalitions,scaled,7,16,gini,0.5213808829931382,0.22427634907302468
coalitions,scaled,8,16,gini,0.513060392505738,0.224306516301994
coalitions,scaled,9,16,gini,0.4839219915334366,0.20359132031819063
coalitions,scaled,10,16,gini,0.46270723648562023,0.19121945564031262
coalitions,scaled,11,16,gini,0.4437267458386399,0.21183690244052428
coalitions,scaled,12,16,gini,0.4298124558890605,0.20572032607849522
coalitions,scaled,13,16,gini,0.40163615600913305,0.22629283867829963
coalitions,scaled,14,16,gini,0.3916918136365247,0.2203454155509494
coalitions,scaled,15,16,gini,0.3642360484025472,0.21320982136503103
coalitions,scaled,16,16,gini,0.3509654716196843,0.22264493390288406
coalitions,scaled,17,16,gini,0.3529077180466972,0.21581732212783805
coalitions,scaled,18,16,gini,0.3453684899874505,0.2134281984853227
coalitions,scaled,19,16,gini,0.3380967426448583,0.21263812830411427
coalitions,scaled,2,17,gini,0.609665279626039,0.20906455933095253
coalitions,scaled,3,17,gini,0.5907676736632098,0.22201127820942063
coalitions,scaled,4,17,gini,0.5661395816658018,0.20763321060079942
coalitions,scaled,5,17,gini,0.5456753134835742,0.21547657863517156
coalitions,scaled,6,17,gini,0.5257909087986458,0.23328447641686423
coalitions,scaled,7,17,gini,0.5057548691451669,0.22184043923362323
coalitions,scaled,8,17,gini,0.49075270037587637,0.21955605277552062
coalitions,scaled,9,17,gini,0.4847886978143424,0.20245436941379785
coalitions,scaled,10,17,gini,0.4619413939047659,0.19265694885277235
coalitions,scaled,11,17,gini,0.44360463020450125,0.212183961221516
coalitions,scaled,12,17,gini,0.4298124558890605,0.20572032607849522
coalitions,scaled,13,17,gini,0.40001438960740876,0.2161995305157743
coalitions,scaled,14,17,gini,0.3870499300671638,0.21228892453553666
coalitions,scaled,15,17,gini,0.3642360484025472,0.21320982136503103
coalitions,scaled,16,17,gini,0.35110893265617743,0.21639519175939506
coalitions,scaled,17,17,gini,0.3529077180466972,0.21597034596507242
coalitions,scaled,18,17,gini,0.3449344064333345,0.2099037410134968
coalitions,scaled,19,17,gini,0.33873756914237424,0.21683418430659313
coalitions,scaled,2,18,gini,0.5958091519732105,0.20526568719458554
coalitions,scaled,3,18,gini,0.5782320111977391,0.20233723684395347
coalitions,scaled,4,18,gini,0.560902295866148,0.21238971905409199
coalitions,scaled,5,18,gini,0.5419648585587619,0.2212029937992172
coalitions,scaled,6,18,gini,0.5193670822928546,0.22971674812900025
coalitions,scaled,7,18,gini,0.4970597351310242,0.22114052054532393
coalitions,scaled,8,18,gini,0.4884500307467209,0.21953238929239333
coalitions,scaled,9,18,gini,0.4847886978143424,0.20157379496179484
coalitions,scaled,10,18,gini,0.46270602035587743,0.1938120482329052
coalitions,scaled,11,18,gini,0.44353895241140995,0.21041560866073997
coalitions,scaled,12,18,gini,0.4381266515119785,0.20655548557822248
coalitions,scaled,13,18,gini,0.40163615600913305,0.2164757554986118
coalitions,scaled,14,18,gini,0.39091730681896936,0.20603505561906613
coalitions,scaled,15,18,gini,0.3640261813712661,0.2185685969563648
coalitions,scaled,16,18,gini,0.3509654716196843,0.22243430846924345
coalitions,scaled,17,18,gini,0.3529077180466972,0.21452095965261378
coalitions,scaled,18,18,gini,0.3453684899874505,0.21022511501908134
coalitions,scaled,19,18,gini,0.33873756914237424,0.2129564343762116
coalitions,scaled,2,19,gini,0.5822458573187796,0.20875657966100286
coalitions,scaled,3,19,gini,0.5639156908538524,0.21193106550335195
coalitions,scaled,4,19,gini,0.5420834558619212,0.21583740799600348
coalitions,scaled,5,19,gini,0.5324777234381994,0.219675777764846
coalitions,scaled,6,19,gini,0.5121110890753652,0.229973116216381
coalitions,scaled,7,19,gini,0.49379488605075894,0.2233955586908846
coalitions,scaled,8,19,gini,0.48480540594949983,0.22574165515997535
coalitions,scaled,9,19,gini,0.4809730977800933,0.20392888732780373
coalitions,scaled,10,19,gini,0.4619413939047659,0.19264844768878814
coalitions,scaled,11,19,gini,0.44353895241140995,0.21089179913693043
coalitions,scaled,12,19,gini,0.4305368014381884,0.2095552268099477
coalitions,scaled,13,19,gini,0.40164712465914265,0.22280221480661763
coalitions,scaled,14,19,gini,0.3870499300671638,0.2133427545367351
coalitions,scaled,15,19,gini,0.3642360484025472,0.21320982136503103
coalitions,scaled,16,19,gini,0.3509654716196843,0.22264493390288406
coalitions,scaled,17,19,gini,0.3529077180466972,0.21610427557054676
coalitions,scaled,18,19,gini,0.3453684899874505,0.2134281984853227
coalitions,scaled,19,19,gini,0.33873756914237424,0.21683418430659313
coalitions,scaled,2,2,entropy,0.9206535331164829,0.20464720199974756
coalitions,scaled,3,2,entropy,0.8635389462908559,0.23120483665631877
coalitions,scaled,4,2,entropy,0.8013237878169956,0.2398514399966381
coalitions,scaled,5,2,entropy,0.7596142362486378,0.25209831244422326
coalitions,scaled,6,2,entropy,0.7039682271377341,0.2245615623136632
coalitions,scaled,7,2,entropy,0.6512819250357884,0.2170385594158834
coalitions,scaled,8,2,entropy,0.6166841743744306,0.20960885952605318
coalitions,scaled,9,2,entropy,0.5847391085279745,0.19845493672609643
coalitions,scaled,10,2,entropy,0.5525677189462642,0.2057146050808581
coalitions,scaled,11,2,entropy,0.5389619875095467,0.21667950466828895
coalitions,scaled,12,2,entropy,0.5320050992625855,0.2242563854489313
coalitions,scaled,13,2,entropy,0.501032313396471,0.2158395813410891
coalitions,scaled,14,2,entropy,0.4724112411585635,0.2167877492575065
coalitions,scaled,15,2,entropy,0.4422831107470985,0.21635749690798362
coalitions,scaled,16,2,entropy,0.419399833079516,0.21929311831727016
coalitions,scaled,17,2,entropy,0.389638156352473,0.21264177750692692
coalitions,scaled,18,2,entropy,0.38029014649140247,0.21180459236866903
coalitions,scaled,19,2,entropy,0.35899692394182536,0.19565878971034717
coalitions,scaled,2,3,entropy,0.9216130538138139,0.2493866590904945
coalitions,scaled,3,3,entropy,0.8604054673919335,0.23611358635011834
coalitions,scaled,4,3,entropy,0.8019753840832193,0.24424323408461052
coalitions,scaled,5,3,entropy,0.7583862778798716,0.23826494254577096
coalitions,scaled,6,3,entropy,0.7037375168104978,0.22484418285492874
coalitions,scaled,7,3,entropy,0.6497420635788471,0.21822846489801223
coalitions,scaled,8,3,entropy,0.618037781452545,0.20903710144774107
coalitions,scaled,9,3,entropy,0.5866211498836992,0.1936648195064979
coalitions,scaled,10,3,entropy,0.5521653594465136,0.20859392954485076
coalitions,scaled,11,3,entropy,0.5397576112561502,0.22002332353393567
coalitions,scaled,12,3,entropy,0.531998190694192,0.22607286351198005
coalitions,scaled,13,3,entropy,0.5010518089915874,0.21715664351692712
coalitions,scaled,14,3,entropy,0.4724112411585635,0.22161167194728285
coalitions,scaled,15,3,entropy,0.4423149252479,0.2191758747697227
coalitions,scaled,16,3,entropy,0.419399833079516,0.219946713088512
coalitions,scaled,17,3,entropy,0.389638156352473,0.21406305774436535
coalitions,scaled,18,3,entropy,0.38029014649140247,0.21180459236866903
coalitions,scaled,19,3,entropy,0.35899692394182536,0.19565878971034717
coalitions,scaled,2,4,entropy,0.9193486298925032,0.23462792058247942
coalitions,scaled,3,4,entropy,0.8613306865551159,0.24323834330013056
coalitions,scaled,4,4,entropy,0.8021983323391149,0.22403927622817693
coalitions,scaled,5,4,entropy,0.759537414475997,0.23499001769262207
coalitions,scaled,6,4,entropy,0.7044481583557782,0.22864662081675471
coalitions,scaled,7,4,entropy,0.6494159963946389,0.21471150209551548
coalitions,scaled,8,4,entropy,0.6180415580411938,0.20820992375170494
coalitions,scaled,9,4,entropy,0.5866446443317848,0.20097729880003756
coalitions,scaled,10,4,entropy,0.5521653594465136,0.2039203837587781
coalitions,scaled,11,4,entropy,0.5397576112561502,0.22397574706493967
coalitions,scaled,12,4,entropy,0.5295277795629323,0.217432034840939
coalitions,scaled,13,4,entropy,0.5015257734670258,0.21390465816254714
coalitions,scaled,14,4,entropy,0.4724112411585635,0.2174141553717175
coalitions,scaled,15,4,entropy,0.4423149252479,0.21949379235937944
coalitions,scaled,16,4,entropy,0.419399833079516,0.21862869845780386
coalitions,scaled,17,4,entropy,0.389638156352473,0.21323337789836422
coalitions,scaled,18,4,entropy,0.38029014649140247,0.21180459236866903
coalitions,scaled,19,4,entropy,0.35899692394182536,0.19565878971034717
coalitions,scaled,2,5,entropy,0.9045753074472878,0.2445517993447397
coalitions,scaled,3,5,entropy,0.8607033221762551,0.23881752704908918
coalitions,scaled,4,5,entropy,0.8042266742465497,0.23949593955273754
coalitions,scaled,5,5,entropy,0.7597324758660879,0.24590698296624552
coalitions,scaled,6,5,entropy,0.7028502493170811,0.2249972708373329
coalitions,scaled,7,5,entropy,0.6517329481379911,0.2041505950656533
coalitions,scaled,8,5,entropy,0.6176536584111234,0.20317093487629437
coalitions,scaled,9,5,entropy,0.5867046939210371,0.2010054982903166
coalitions,scaled,10,5,entropy,0.5521347904360182,0.2094387153707579
coalitions,scaled,11,5,entropy,0.5397169382539386,0.22410254001319424
coalitions,scaled,12,5,entropy,0.5305060042750557,0.21528710374863946
coalitions,scaled,13,5,entropy,0.5015062778719093,0.2132897591367954
coalitions,scaled,14,5,entropy,0.4724112411585635,0.21616337363313085
coalitions,scaled,15,5,entropy,0.4423149252479,0.22157191562040124
coalitions,scaled,16,5,entropy,0.419399833079516,0.2194902552017135
coalitions,scaled,17,5,entropy,0.389638156352473,0.21404638602844553
coalitions,scaled,18,5,entropy,0.38029014649140247,0.21180459236866903
coalitions,scaled,19,5,entropy,0.35899692394182536,0.19565878971034717
coalitions,scaled,2,6,entropy,0.887488436921549,0.23023597712463037
coalitions,scaled,3,6,entropy,0.8634925461829234,0.24005605251056497
coalitions,scaled,4,6,entropy,0.8034294528471152,0.2351646531147346
coalitions,scaled,5,6,entropy,0.7589250344435419,0.2588983780957566
coalitions,scaled,6,6,entropy,0.7043393867716563,0.22587939885324299
coalitions,scaled,7,6,entropy,0.6505944433428483,0.20772224042888904
coalitions,scaled,8,6,entropy,0.618037781452545,0.20483999417762894
coalitions,scaled,9,6,entropy,0.5867046939210371,0.20181251617515694
coalitions,scaled,10,6,entropy,0.5521653594465136,0.2039203837587781
coalitions,scaled,11,6,entropy,0.5397169382539386,0.22373525723365698
coalitions,scaled,12,6,entropy,0.5295346881313259,0.21734846761996085
coalitions,scaled,13,6,entropy,0.5015062778719093,0.21520871060000193
