label_name,feature_type,kernel,C,tol,train_f1_score,val_f1_score
parties,original,linear,0.75,0.0001,0.06174200760909206,0.09587069173735883
parties,original,poly,0.75,0.0001,0.0257971418048435,0.044052693367761867
parties,original,rbf,0.75,0.0001,0.0257971418048435,0.044052693367761867
parties,original,sigmoid,0.75,0.0001,0.0257971418048435,0.044052693367761867
parties,original,linear,0.75,0.001,0.06174200760909206,0.09587069173735883
parties,original,poly,0.75,0.001,0.0257971418048435,0.044052693367761867
parties,original,rbf,0.75,0.001,0.0257971418048435,0.044052693367761867
parties,original,sigmoid,0.75,0.001,0.0257971418048435,0.044052693367761867
parties,original,linear,0.75,0.01,0.061507505846145547,0.09587069173735883
parties,original,poly,0.75,0.01,0.0257971418048435,0.044052693367761867
parties,original,rbf,0.75,0.01,0.0257971418048435,0.044052693367761867
parties,original,sigmoid,0.75,0.01,0.0257971418048435,0.044052693367761867
parties,original,linear,0.75,0.1,0.06221259104288188,0.09587069173735883
parties,original,poly,0.75,0.1,0.0257971418048435,0.044052693367761867
parties,original,rbf,0.75,0.1,0.0257971418048435,0.044052693367761867
parties,original,sigmoid,0.75,0.1,0.0257971418048435,0.044052693367761867
parties,original,linear,1.0,0.0001,0.06593143895987272,0.09998445805005263
parties,original,poly,1.0,0.0001,0.0257971418048435,0.044052693367761867
parties,original,rbf,1.0,0.0001,0.0257971418048435,0.044052693367761867
parties,original,sigmoid,1.0,0.0001,0.0257971418048435,0.044052693367761867
parties,original,linear,1.0,0.001,0.06595565203493324,0.09998445805005263
parties,original,poly,1.0,0.001,0.0257971418048435,0.044052693367761867
parties,original,rbf,1.0,0.001,0.0257971418048435,0.044052693367761867
parties,original,sigmoid,1.0,0.001,0.0257971418048435,0.044052693367761867
parties,original,linear,1.0,0.01,0.06612508621599156,0.09957123490955674
parties,original,poly,1.0,0.01,0.0257971418048435,0.044052693367761867
parties,original,rbf,1.0,0.01,0.0257971418048435,0.044052693367761867
parties,original,sigmoid,1.0,0.01,0.0257971418048435,0.044052693367761867
parties,original,linear,1.0,0.1,0.0659902564337303,0.09958041764601222
parties,original,poly,1.0,0.1,0.0257971418048435,0.044052693367761867
parties,original,rbf,1.0,0.1,0.0257971418048435,0.044052693367761867
parties,original,sigmoid,1.0,0.1,0.0257971418048435,0.044052693367761867
parties,minmax,linear,0.1,0.0001,0.07345194320123229,0.10266645908113987
parties,minmax,poly,0.1,0.0001,0.12991884729094108,0.11326928465943249
parties,minmax,rbf,0.1,0.0001,0.0257971418048435,0.044052693367761867
parties,minmax,sigmoid,0.1,0.0001,0.0257971418048435,0.044052693367761867
parties,minmax,linear,0.1,0.001,0.07343017503813344,0.10266645908113987
parties,minmax,poly,0.1,0.001,0.12991884729094108,0.11326928465943249
parties,minmax,rbf,0.1,0.001,0.0257971418048435,0.044052693367761867
parties,minmax,sigmoid,0.1,0.001,0.0257971418048435,0.044052693367761867
parties,minmax,linear,0.1,0.01,0.0734563838043263,0.10266645908113987
parties,minmax,poly,0.1,0.01,0.1302734262687849,0.11289370023935867
parties,minmax,rbf,0.1,0.01,0.0257971418048435,0.044052693367761867
parties,minmax,sigmoid,0.1,0.01,0.0257971418048435,0.044052693367761867
parties,minmax,linear,0.1,0.1,0.07322969028650564,0.09933840817466663
parties,minmax,poly,0.1,0.1,0.1309635350626843,0.11379847011278374
parties,minmax,rbf,0.1,0.1,0.0257971418048435,0.044052693367761867
parties,minmax,sigmoid,0.1,0.1,0.0257971418048435,0.044052693367761867
parties,minmax,linear,0.25,0.0001,0.1517091466287106,0.10958048284515823
parties,minmax,poly,0.25,0.0001,0.43134287536116833,0.14654301739191794
parties,minmax,rbf,0.25,0.0001,0.026869212636715278,0.043955673270741756
parties,minmax,sigmoid,0.25,0.0001,0.0257971418048435,0.044052693367761867
parties,minmax,linear,0.25,0.001,0.1517091466287106,0.11271618771999355
parties,minmax,poly,0.25,0.001,0.43134287536116833,0.14654301739191794
parties,minmax,rbf,0.25,0.001,0.026869212636715278,0.043955673270741756
parties,minmax,sigmoid,0.25,0.001,0.0257971418048435,0.044052693367761867
parties,minmax,linear,0.25,0.01,0.14531876922455733,0.11228228054190033
parties,minmax,poly,0.25,0.01,0.43303807639520164,0.1469042063119304
parties,minmax,rbf,0.25,0.01,0.0269420117366722,0.043955673270741756
parties,minmax,sigmoid,0.25,0.01,0.0257971418048435,0.044052693367761867
parties,minmax,linear,0.25,0.1,0.15053328907928684,0.11286258983865594
parties,minmax,poly,0.25,0.1,0.4365491595657785,0.13911771540701
parties,minmax,rbf,0.25,0.1,0.027468196878629874,0.04400978428375688
parties,minmax,sigmoid,0.25,0.1,0.0257971418048435,0.044052693367761867
parties,minmax,linear,0.5,0.0001,0.396535105607368,0.15385422847252958
parties,minmax,poly,0.5,0.0001,0.6857726915809843,0.17278889910898573
parties,minmax,rbf,0.5,0.0001,0.0531350718502386,0.08240982116858547
parties,minmax,sigmoid,0.5,0.0001,0.0257971418048435,0.044052693367761867
parties,minmax,linear,0.5,0.001,0.396535105607368,0.15385422847252958
parties,minmax,poly,0.5,0.001,0.6857726915809843,0.17278889910898573
parties,minmax,rbf,0.5,0.001,0.0531350718502386,0.08240982116858547
parties,minmax,sigmoid,0.5,0.001,0.0257971418048435,0.044052693367761867
parties,minmax,linear,0.5,0.01,0.39648700768458184,0.15385422847252958
parties,minmax,poly,0.5,0.01,0.685802353747137,0.17278889910898573
parties,minmax,rbf,0.5,0.01,0.053196087529415716,0.08240982116858547
parties,minmax,sigmoid,0.5,0.01,0.0257971418048435,0.044052693367761867
parties,minmax,linear,0.5,0.1,0.4013499286120504,0.14668446120642295
parties,minmax,poly,0.5,0.1,0.6827970269583254,0.17386245096283776
parties,minmax,rbf,0.5,0.1,0.05326723222633324,0.08026053914475972
parties,minmax,sigmoid,0.5,0.1,0.0257971418048435,0.044052693367761867
parties,minmax,linear,0.75,0.0001,0.5574006542270233,0.17167800346811993
parties,minmax,poly,0.75,0.0001,0.7937441620653783,0.20869044293327713
parties,minmax,rbf,0.75,0.0001,0.06160766341881409,0.08779427770088222
parties,minmax,sigmoid,0.75,0.0001,0.0257971418048435,0.044052693367761867
parties,minmax,linear,0.75,0.001,0.5574006542270233,0.17167800346811993
parties,minmax,poly,0.75,0.001,0.7937441620653783,0.20869044293327713
parties,minmax,rbf,0.75,0.001,0.06163372358392098,0.08779427770088222
parties,minmax,sigmoid,0.75,0.001,0.0257971418048435,0.044052693367761867
parties,minmax,linear,0.75,0.01,0.5573740967090427,0.17151402016460174
parties,minmax,poly,0.75,0.01,0.7934860834544173,0.20892462706005327
parties,minmax,rbf,0.75,0.01,0.06158082243914004,0.08779427770088222
parties,minmax,sigmoid,0.75,0.01,0.0257971418048435,0.044052693367761867
parties,minmax,linear,0.75,0.1,0.5577785038672489,0.17412373794708963
parties,minmax,poly,0.75,0.1,0.7939587424114978,0.2117828435679435
parties,minmax,rbf,0.75,0.1,0.06157279232932955,0.08867494656145031
parties,minmax,sigmoid,0.75,0.1,0.0257971418048435,0.044052693367761867
parties,minmax,linear,1.0,0.0001,0.6444503344943577,0.1754093164195662
parties,minmax,poly,1.0,0.0001,0.8362561771787546,0.22076747444385264
parties,minmax,rbf,1.0,0.0001,0.0649188214988233,0.09236996969130025
parties,minmax,sigmoid,1.0,0.0001,0.0257971418048435,0.044052693367761867
parties,minmax,linear,1.0,0.001,0.6444503344943577,0.1729635570507299
parties,minmax,poly,1.0,0.001,0.8362561771787546,0.22076747444385264
parties,minmax,rbf,1.0,0.001,0.0649188214988233,0.09236996969130025
parties,minmax,sigmoid,1.0,0.001,0.0257971418048435,0.044052693367761867
parties,minmax,linear,1.0,0.01,0.6419097203052002,0.1724581727107591
parties,minmax,poly,1.0,0.01,0.8362561771787546,0.22077935798514794
parties,minmax,rbf,1.0,0.01,0.06491606246872882,0.09236996969130025
parties,minmax,sigmoid,1.0,0.01,0.0257971418048435,0.044052693367761867
parties,minmax,linear,1.0,0.1,0.641556043369926,0.17447712202438265
parties,minmax,poly,1.0,0.1,0.8366170993930264,0.22129889089408775
parties,minmax,rbf,1.0,0.1,0.06450312604389738,0.09208802347367236
parties,minmax,sigmoid,1.0,0.1,0.0257971418048435,0.044052693367761867
positions,scaled,linear,0.1,0.0001,0.974021400198551,0.31915848823433324
positions,scaled,poly,0.1,0.0001,0.1806616791104417,0.14492637204844178
positions,scaled,rbf,0.1,0.0001,0.09112463100031773,0.11140198419426028
positions,scaled,sigmoid,0.1,0.0001,0.09112463100031773,0.11140198419426028
positions,scaled,linear,0.1,0.001,0.974021400198551,0.31915848823433324
positions,scaled,poly,0.1,0.001,0.1806616791104417,0.14492637204844178
positions,scaled,rbf,0.1,0.001,0.09112463100031773,0.11140198419426028
positions,scaled,sigmoid,0.1,0.001,0.09112463100031773,0.11140198419426028
positions,scaled,linear,0.1,0.01,0.9738582069938332,0.31929430312366924
positions,scaled,poly,0.1,0.01,0.1806616791104417,0.14492637204844178
positions,scaled,rbf,0.1,0.01,0.09112463100031773,0.11140198419426028
positions,scaled,sigmoid,0.1,0.01,0.09112463100031773,0.11140198419426028
positions,scaled,linear,0.1,0.1,0.9739157299814846,0.318674159177802
positions,scaled,poly,0.1,0.1,0.1806616791104417,0.14492637204844178
positions,scaled,rbf,0.1,0.1,0.09112463100031773,0.11140198419426028
positions,scaled,sigmoid,0.1,0.1,0.09112463100031773,0.11140198419426028
positions,scaled,linear,0.25,0.0001,0.9953274813538272,0.3251518357046434
positions,scaled,poly,0.25,0.0001,0.2468308571280054,0.14981735408228097
positions,scaled,rbf,0.25,0.0001,0.09112463100031773,0.11140198419426028
positions,scaled,sigmoid,0.25,0.0001,0.09110934876979257,0.1114509835652893
positions,scaled,linear,0.25,0.001,0.9953274813538272,0.3251518357046434
positions,scaled,poly,0.25,0.001,0.2468308571280054,0.14981735408228097
positions,scaled,rbf,0.25,0.001,0.09112463100031773,0.11140198419426028
positions,scaled,sigmoid,0.25,0.001,0.09110934876979257,0.1114509835652893
positions,scaled,linear,0.25,0.01,0.9953274813538272,0.3251518357046434
positions,scaled,poly,0.25,0.01,0.2468308571280054,0.14981735408228097
positions,scaled,rbf,0.25,0.01,0.09112463100031773,0.11140198419426028
positions,scaled,sigmoid,0.25,0.01,0.09110934876979257,0.1114509835652893
positions,scaled,linear,0.25,0.1,0.9951619982729032,0.32722314517565937
positions,scaled,poly,0.25,0.1,0.24852558620635046,0.1499493319670678
positions,scaled,rbf,0.25,0.1,0.09112463100031773,0.11140198419426028
positions,scaled,sigmoid,0.25,0.1,0.09107673369541221,0.11132408848748261
positions,scaled,linear,0.5,0.0001,1.0,0.32588332018792765
positions,scaled,poly,0.5,0.0001,0.33093606329914566,0.16479439373759544
positions,scaled,rbf,0.5,0.0001,0.09166460935012458,0.11140198419426028
positions,scaled,sigmoid,0.5,0.0001,0.09794513704145796,0.1219751021924935
positions,scaled,linear,0.5,0.001,1.0,0.32588332018792765
positions,scaled,poly,0.5,0.001,0.33093606329914566,0.16479439373759544
positions,scaled,rbf,0.5,0.001,0.09166460935012458,0.11140198419426028
positions,scaled,sigmoid,0.5,0.001,0.09794513704145796,0.1219751021924935
positions,scaled,linear,0.5,0.01,1.0,0.32588332018792765
positions,scaled,poly,0.5,0.01,0.33093606329914566,0.1600324889756907
positions,scaled,rbf,0.5,0.01,0.09166460935012458,0.11140198419426028
positions,scaled,sigmoid,0.5,0.01,0.09796126566575857,0.1219751021924935
positions,scaled,linear,0.5,0.1,1.0,0.3283296238842313
positions,scaled,poly,0.5,0.1,0.33093606329914566,0.1600324889756907
positions,scaled,rbf,0.5,0.1,0.09166460935012458,0.11140198419426028
positions,scaled,sigmoid,0.5,0.1,0.09692367125886796,0.12181086425651644
positions,scaled,linear,0.75,0.0001,1.0,0.3293337039200015
positions,scaled,poly,0.75,0.0001,0.39761530249206045,0.17908010802330973
positions,scaled,rbf,0.75,0.0001,0.15581963751616096,0.11140198419426028
positions,scaled,sigmoid,0.75,0.0001,0.11934609308886313,0.1483479798793868
positions,scaled,linear,0.75,0.001,1.0,0.3293337039200015
positions,scaled,poly,0.75,0.001,0.39761530249206045,0.17908010802330973
positions,scaled,rbf,0.75,0.001,0.15581963751616096,0.11140198419426028
positions,scaled,sigmoid,0.75,0.001,0.11932974102102348,0.1483479798793868
positions,scaled,linear,0.75,0.01,1.0,0.3293337039200015
positions,scaled,poly,0.75,0.01,0.39761530249206045,0.17908010802330973
positions,scaled,rbf,0.75,0.01,0.15581963751616096,0.11140198419426028
positions,scaled,sigmoid,0.75,0.01,0.12031543036748979,0.14407082587397194
positions,scaled,linear,0.75,0.1,1.0,0.33165513249143
positions,scaled,poly,0.75,0.1,0.39761530249206045,0.17431820326140496
positions,scaled,rbf,0.75,0.1,0.15678773898858817,0.11140198419426028
positions,scaled,sigmoid,0.75,0.1,0.11819462963901035,0.14105982837152267
positions,scaled,linear,1.0,0.0001,1.0,0.3293337039200015
positions,scaled,poly,1.0,0.0001,0.4504225135218095,0.20135691187175153
positions,scaled,rbf,1.0,0.0001,0.26417794433214825,0.11981004697344107
positions,scaled,sigmoid,1.0,0.0001,0.14845822571663853,0.15984773454181442
positions,scaled,linear,1.0,0.001,1.0,0.3293337039200015
positions,scaled,poly,1.0,0.001,0.4504225135218095,0.20135691187175153
positions,scaled,rbf,1.0,0.001,0.26417794433214825,0.11981004697344107
positions,scaled,sigmoid,1.0,0.001,0.14842522266680075,0.15984773454181442
positions,scaled,linear,1.0,0.01,1.0,0.3293337039200015
positions,scaled,poly,1.0,0.01,0.4516556779733648,0.20135691187175153
positions,scaled,rbf,1.0,0.01,0.26417794433214825,0.11981004697344107
positions,scaled,sigmoid,1.0,0.01,0.14845821953237087,0.15984773454181442
positions,scaled,linear,1.0,0.1,1.0,0.33165513249143
positions,scaled,poly,1.0,0.1,0.44928098370133424,0.20135691187175153
positions,scaled,rbf,1.0,0.1,0.26650667850933496,0.11981004697344107
positions,scaled,sigmoid,1.0,0.1,0.1479920841299998,0.16003611758734032
positions,original,linear,0.1,0.0001,0.09112463100031773,0.11140198419426028
positions,original,poly,0.1,0.0001,0.09112463100031773,0.11140198419426028
positions,original,rbf,0.1,0.0001,0.09112463100031773,0.11140198419426028
positions,original,sigmoid,0.1,0.0001,0.09112463100031773,0.11140198419426028
positions,original,linear,0.1,0.001,0.09112463100031773,0.11140198419426028
positions,original,poly,0.1,0.001,0.09112463100031773,0.11140198419426028
positions,original,rbf,0.1,0.001,0.09112463100031773,0.11140198419426028
positions,original,sigmoid,0.1,0.001,0.09112463100031773,0.11140198419426028
positions,original,linear,0.1,0.01,0.09112463100031773,0.11140198419426028
positions,original,poly,0.1,0.01,0.09112463100031773,0.11140198419426028
positions,original,rbf,0.1,0.01,0.09112463100031773,0.11140198419426028
positions,original,sigmoid,0.1,0.01,0.09112463100031773,0.11140198419426028
positions,original,linear,0.1,0.1,0.09169242410416789,0.11140198419426028
positions,original,poly,0.1,0.1,0.09112463100031773,0.11140198419426028
positions,original,rbf,0.1,0.1,0.09112463100031773,0.11140198419426028
positions,original,sigmoid,0.1,0.1,0.09112463100031773,0.11140198419426028
positions,original,linear,0.25,0.0001,0.09571925770251327,0.11140198419426028
positions,original,poly,0.25,0.0001,0.09112463100031773,0.11140198419426028
positions,original,rbf,0.25,0.0001,0.09112463100031773,0.11140198419426028
positions,original,sigmoid,0.25,0.0001,0.09112463100031773,0.11140198419426028
positions,original,linear,0.25,0.001,0.09571925770251327,0.11140198419426028
positions,original,poly,0.25,0.001,0.09112463100031773,0.11140198419426028
positions,original,rbf,0.25,0.001,0.09112463100031773,0.11140198419426028
positions,original,sigmoid,0.25,0.001,0.09112463100031773,0.11140198419426028
positions,original,linear,0.25,0.01,0.09571925770251327,0.11140198419426028
positions,original,poly,0.25,0.01,0.09112463100031773,0.11140198419426028
positions,original,rbf,0.25,0.01,0.09112463100031773,0.11140198419426028
positions,original,sigmoid,0.25,0.01,0.09112463100031773,0.11140198419426028
positions,original,linear,0.25,0.1,0.09571925770251327,0.11140198419426028
positions,original,poly,0.25,0.1,0.09112463100031773,0.11140198419426028
positions,original,rbf,0.25,0.1,0.09112463100031773,0.11140198419426028
positions,original,sigmoid,0.25,0.1,0.09112463100031773,0.11140198419426028
positions,original,linear,0.5,0.0001,0.09625926235902074,0.11140198419426028
positions,original,poly,0.5,0.0001,0.09112463100031773,0.11140198419426028
positions,original,rbf,0.5,0.0001,0.09112463100031773,0.11140198419426028
positions,original,sigmoid,0.5,0.0001,0.09112463100031773,0.11140198419426028
positions,original,linear,0.5,0.001,0.09625926235902074,0.11140198419426028
positions,original,poly,0.5,0.001,0.09112463100031773,0.11140198419426028
positions,original,rbf,0.5,0.001,0.09112463100031773,0.11140198419426028
positions,original,sigmoid,0.5,0.001,0.09112463100031773,0.11140198419426028
positions,original,linear,0.5,0.01,0.09625926235902074,0.11140198419426028
positions,original,poly,0.5,0.01,0.09112463100031773,0.11140198419426028
positions,original,rbf,0.5,0.01,0.09112463100031773,0.11140198419426028
positions,original,sigmoid,0.5,0.01,0.09112463100031773,0.11140198419426028
positions,original,linear,0.5,0.1,0.09823152484584606,0.11140198419426028
positions,original,poly,0.5,0.1,0.09112463100031773,0.11140198419426028
positions,original,rbf,0.5,0.1,0.09112463100031773,0.11140198419426028
positions,original,sigmoid,0.5,0.1,0.09112463100031773,0.11140198419426028
positions,original,linear,0.75,0.0001,0.1227087683952169,0.11140198419426028
positions,original,poly,0.75,0.0001,0.09112463100031773,0.11140198419426028
positions,original,rbf,0.75,0.0001,0.09112463100031773,0.11140198419426028
positions,original,sigmoid,0.75,0.0001,0.09112463100031773,0.11140198419426028
positions,original,linear,0.75,0.001,0.1227087683952169,0.11140198419426028
positions,original,poly,0.75,0.001,0.09112463100031773,0.11140198419426028
positions,original,rbf,0.75,0.001,0.09112463100031773,0.11140198419426028
positions,original,sigmoid,0.75,0.001,0.09112463100031773,0.11140198419426028
positions,original,linear,0.75,0.01,0.1227087683952169,0.11140198419426028
positions,original,poly,0.75,0.01,0.09112463100031773,0.11140198419426028
positions,original,rbf,0.75,0.01,0.09112463100031773,0.11140198419426028
positions,original,sigmoid,0.75,0.01,0.09112463100031773,0.11140198419426028
positions,original,linear,0.75,0.1,0.123236515194131,0.11140198419426028
positions,original,poly,0.75,0.1,0.09112463100031773,0.11140198419426028
positions,original,rbf,0.75,0.1,0.09112463100031773,0.11140198419426028
positions,original,sigmoid,0.75,0.1,0.09112463100031773,0.11140198419426028
positions,original,linear,1.0,0.0001,0.14059081969999002,0.11140198419426028
positions,original,poly,1.0,0.0001,0.09112463100031773,0.11140198419426028
positions,original,rbf,1.0,0.0001,0.09112463100031773,0.11140198419426028
positions,original,sigmoid,1.0,0.0001,0.09112463100031773,0.11140198419426028
positions,original,linear,1.0,0.001,0.14059081969999002,0.11140198419426028
positions,original,poly,1.0,0.001,0.09112463100031773,0.11140198419426028
positions,original,rbf,1.0,0.001,0.09112463100031773,0.11140198419426028
positions,original,sigmoid,1.0,0.001,0.09112463100031773,0.11140198419426028
positions,original,linear,1.0,0.01,0.14059081969999002,0.11140198419426028
positions,original,poly,1.0,0.01,0.09112463100031773,0.11140198419426028
positions,original,rbf,1.0,0.01,0.09112463100031773,0.11140198419426028
positions,original,sigmoid,1.0,0.01,0.09112463100031773,0.11140198419426028
positions,original,linear,1.0,0.1,0.15025752325651137,0.11140198419426028
positions,original,poly,1.0,0.1,0.09112463100031773,0.11140198419426028
positions,original,rbf,1.0,0.1,0.09112463100031773,0.11140198419426028
positions,original,sigmoid,1.0,0.1,0.09112463100031773,0.11140198419426028
positions,minmax,linear,0.1,0.0001,0.224091623139975,0.15101934039982923
positions,minmax,poly,0.1,0.0001,0.3879893773153936,0.24052019556935048
positions,minmax,rbf,0.1,0.0001,0.09112463100031773,0.11140198419426028
positions,minmax,sigmoid,0.1,0.0001,0.09112463100031773,0.11140198419426028
positions,minmax,linear,0.1,0.001,0.224091623139975,0.15101934039982923
positions,minmax,poly,0.1,0.001,0.3879893773153936,0.24052019556935048
positions,minmax,rbf,0.1,0.001,0.09112463100031773,0.11140198419426028
positions,minmax,sigmoid,0.1,0.001,0.09112463100031773,0.11140198419426028
positions,minmax,linear,0.1,0.01,0.224091623139975,0.15101934039982923
positions,minmax,poly,0.1,0.01,0.3899291514950951,0.24052019556935048
positions,minmax,rbf,0.1,0.01,0.09112463100031773,0.11140198419426028
positions,minmax,sigmoid,0.1,0.01,0.09112463100031773,0.11140198419426028
positions,minmax,linear,0.1,0.1,0.22247170464226956,0.15101934039982923
positions,minmax,poly,0.1,0.1,0.3882171417415023,0.226981620081609
positions,minmax,rbf,0.1,0.1,0.09112463100031773,0.11140198419426028
positions,minmax,sigmoid,0.1,0.1,0.09112463100031773,0.11140198419426028
positions,minmax,linear,0.25,0.0001,0.4007809477557879,0.25482132190275314
positions,minmax,poly,0.25,0.0001,0.5097847427788679,0.30110676728658686
positions,minmax,rbf,0.25,0.0001,0.09112463100031773,0.11140198419426028
positions,minmax,sigmoid,0.25,0.0001,0.09112463100031773,0.11140198419426028
positions,minmax,linear,0.25,0.001,0.4007809477557879,0.25482132190275314
positions,minmax,poly,0.25,0.001,0.5097847427788679,0.3118210530008726
positions,minmax,rbf,0.25,0.001,0.09112463100031773,0.11140198419426028
positions,minmax,sigmoid,0.25,0.001,0.09112463100031773,0.11140198419426028
positions,minmax,linear,0.25,0.01,0.40100535730678855,0.25482132190275314
positions,minmax,poly,0.25,0.01,0.5097847427788679,0.3104396423772807
positions,minmax,rbf,0.25,0.01,0.09112463100031773,0.11140198419426028
positions,minmax,sigmoid,0.25,0.01,0.09112463100031773,0.11140198419426028
positions,minmax,linear,0.25,0.1,0.40157893077399437,0.25482132190275314
positions,minmax,poly,0.25,0.1,0.510822350435487,0.30947196280344635
positions,minmax,rbf,0.25,0.1,0.09112463100031773,0.11140198419426028
positions,minmax,sigmoid,0.25,0.1,0.09112463100031773,0.11140198419426028
positions,minmax,linear,0.5,0.0001,0.48784344777859384,0.2969110717669997
positions,minmax,poly,0.5,0.0001,0.7809040071051718,0.3109546982244863
positions,minmax,rbf,0.5,0.0001,0.09112463100031773,0.11140198419426028
positions,minmax,sigmoid,0.5,0.0001,0.09112463100031773,0.11140198419426028
positions,minmax,linear,0.5,0.001,0.48784344777859384,0.2969110717669997
positions,minmax,poly,0.5,0.001,0.7809040071051718,0.3109546982244863
positions,minmax,rbf,0.5,0.001,0.09112463100031773,0.11140198419426028
positions,minmax,sigmoid,0.5,0.001,0.09112463100031773,0.11140198419426028
positions,minmax,linear,0.5,0.01,0.48784344777859384,0.2969110717669997
positions,minmax,poly,0.5,0.01,0.7809040071051718,0.3109546982244863
positions,minmax,rbf,0.5,0.01,0.09112463100031773,0.11140198419426028
positions,minmax,sigmoid,0.5,0.01,0.09112463100031773,0.11140198419426028
positions,minmax,linear,0.5,0.1,0.4896177313975628,0.2977087321837459
positions,minmax,poly,0.5,0.1,0.7840013636509234,0.30825823752638587
positions,minmax,rbf,0.5,0.1,0.09112463100031773,0.11140198419426028
positions,minmax,sigmoid,0.5,0.1,0.09112463100031773,0.11140198419426028
positions,minmax,linear,0.75,0.0001,0.5642664800552948,0.3206903006700967
positions,minmax,poly,0.75,0.0001,0.8488142966740323,0.32545602162214327
positions,minmax,rbf,0.75,0.0001,0.09559079872849913,0.11140198419426028
positions,minmax,sigmoid,0.75,0.0001,0.09112463100031773,0.11140198419426028
positions,minmax,linear,0.75,0.001,0.5642664800552948,0.3206903006700967
positions,minmax,poly,0.75,0.001,0.8488142966740323,0.32545602162214327
positions,minmax,rbf,0.75,0.001,0.09559079872849913,0.11140198419426028
positions,minmax,sigmoid,0.75,0.001,0.09112463100031773,0.11140198419426028
positions,minmax,linear,0.75,0.01,0.5644476220237447,0.3206903006700967
positions,minmax,poly,0.75,0.01,0.8482428484519617,0.32545602162214327
positions,minmax,rbf,0.75,0.01,0.09559079872849913,0.11140198419426028
positions,minmax,sigmoid,0.75,0.01,0.09112463100031773,0.11140198419426028
positions,minmax,linear,0.75,0.1,0.5641130698254854,0.32159118139856363
positions,minmax,poly,0.75,0.1,0.8482297826491827,0.3394444717741888
positions,minmax,rbf,0.75,0.1,0.10256920398818445,0.11140198419426028
positions,minmax,sigmoid,0.75,0.1,0.09112463100031773,0.11140198419426028
positions,minmax,linear,1.0,0.0001,0.6563509827336544,0.3145051067108723
positions,minmax,poly,1.0,0.0001,0.9019175105133452,0.3387074700611986
positions,minmax,rbf,1.0,0.0001,0.11536989051348663,0.11140198419426028
positions,minmax,sigmoid,1.0,0.0001,0.09112463100031773,0.11140198419426028
positions,minmax,linear,1.0,0.001,0.6563509827336544,0.3145051067108723
positions,minmax,poly,1.0,0.001,0.9019175105133452,0.3387074700611986
positions,minmax,rbf,1.0,0.001,0.11536989051348663,0.11140198419426028
positions,minmax,sigmoid,1.0,0.001,0.09112463100031773,0.11140198419426028
positions,minmax,linear,1.0,0.01,0.6566535188201854,0.3145051067108723
positions,minmax,poly,1.0,0.01,0.9019175105133452,0.3387074700611986
positions,minmax,rbf,1.0,0.01,0.11536989051348663,0.11140198419426028
positions,minmax,sigmoid,1.0,0.01,0.09112463100031773,0.11140198419426028
positions,minmax,linear,1.0,0.1,0.6573897097948318,0.3156490061311055
positions,minmax,poly,1.0,0.1,0.9020251712441558,0.33836266780408514
positions,minmax,rbf,1.0,0.1,0.11876350193226834,0.11140198419426028
positions,minmax,sigmoid,1.0,0.1,0.09112463100031773,0.11140198419426028
