label_name,feature_type,kernel,C,tol,train_f1_score,val_f1_score
parties,scaled,sigmoid,0.5,0.001,0.05595603898769833,0.09162846113507127
parties,scaled,linear,0.5,0.01,1.0,0.21511484078323534
parties,scaled,poly,0.5,0.01,0.15479843394473514,0.06480226064784889
parties,scaled,rbf,0.5,0.01,0.06155119234420102,0.09146314412482844
parties,scaled,sigmoid,0.5,0.01,0.05628847454385334,0.09132655363268187
parties,scaled,linear,0.5,0.1,1.0,0.21000082056485234
parties,scaled,poly,0.5,0.1,0.15430152991542315,0.06257155065523
parties,scaled,rbf,0.5,0.1,0.06183857541093303,0.09041151506891265
parties,scaled,sigmoid,0.5,0.1,0.05596196993475431,0.09094363337249775
parties,scaled,linear,0.75,0.0001,1.0,0.21511484078323534
parties,scaled,poly,0.75,0.0001,0.22362623154891298,0.0649181711499311
parties,scaled,rbf,0.75,0.0001,0.07406479780070194,0.095749557335849
parties,scaled,sigmoid,0.75,0.0001,0.061481994296965194,0.09329603115607059
parties,scaled,linear,0.75,0.001,1.0,0.21511484078323534
parties,scaled,poly,0.75,0.001,0.22362623154891298,0.0649181711499311
parties,scaled,rbf,0.75,0.001,0.07425097512787836,0.095749557335849
parties,scaled,sigmoid,0.75,0.001,0.061481994296965194,0.09329603115607059
parties,scaled,linear,0.75,0.01,1.0,0.21511484078323534
parties,scaled,poly,0.75,0.01,0.22366600949229704,0.06525241442245289
parties,scaled,rbf,0.75,0.01,0.07406479780070194,0.095749557335849
parties,scaled,sigmoid,0.75,0.01,0.06143991834286161,0.09329603115607059
parties,scaled,linear,0.75,0.1,1.0,0.21000082056485234
parties,scaled,poly,0.75,0.1,0.2243155863834046,0.06466426529570943
parties,scaled,rbf,0.75,0.1,0.07444906135531301,0.09584874977403987
parties,scaled,sigmoid,0.75,0.1,0.0614263149038504,0.09215025104280891
parties,scaled,linear,1.0,0.0001,1.0,0.21511484078323534
parties,scaled,poly,1.0,0.0001,0.3027508098112436,0.07611536537949459
parties,scaled,rbf,1.0,0.0001,0.10126616971174467,0.09943779951403948
parties,scaled,sigmoid,1.0,0.0001,0.06398253381821754,0.10474433206108405
parties,scaled,linear,1.0,0.001,1.0,0.21511484078323534
parties,scaled,poly,1.0,0.001,0.3027508098112436,0.07611363450963186
parties,scaled,rbf,1.0,0.001,0.10126616971174467,0.09943779951403948
parties,scaled,sigmoid,1.0,0.001,0.06401005894748504,0.10474433206108405
parties,scaled,linear,1.0,0.01,1.0,0.21511484078323534
parties,scaled,poly,1.0,0.01,0.30277841792270427,0.07611363450963186
parties,scaled,rbf,1.0,0.01,0.10141878311684371,0.09943779951403948
parties,scaled,sigmoid,1.0,0.01,0.06400625130182327,0.10474433206108405
parties,scaled,linear,1.0,0.1,1.0,0.21000082056485234
parties,scaled,poly,1.0,0.1,0.3038536046894693,0.07755390852168645
parties,scaled,rbf,1.0,0.1,0.11241916973361665,0.09908361359053582
parties,scaled,sigmoid,1.0,0.1,0.06381490825940409,0.1036293910321228
parties,original,linear,0.1,0.0001,0.026069535415617108,0.04397440787851746
parties,original,poly,0.1,0.0001,0.0257971418048435,0.044052693367761867
parties,original,rbf,0.1,0.0001,0.0257971418048435,0.044052693367761867
parties,original,sigmoid,0.1,0.0001,0.0257971418048435,0.044052693367761867
parties,original,linear,0.1,0.001,0.026069535415617108,0.04397440787851746
parties,original,poly,0.1,0.001,0.0257971418048435,0.044052693367761867
parties,original,rbf,0.1,0.001,0.0257971418048435,0.044052693367761867
parties,original,sigmoid,0.1,0.001,0.0257971418048435,0.044052693367761867
parties,original,linear,0.1,0.01,0.026125215498938988,0.04397440787851746
parties,original,poly,0.1,0.01,0.0257971418048435,0.044052693367761867
parties,original,rbf,0.1,0.01,0.0257971418048435,0.044052693367761867
parties,original,sigmoid,0.1,0.01,0.0257971418048435,0.044052693367761867
parties,original,linear,0.1,0.1,0.02625301603866847,0.04397440787851746
parties,original,poly,0.1,0.1,0.0257971418048435,0.044052693367761867
parties,original,rbf,0.1,0.1,0.0257971418048435,0.044052693367761867
parties,original,sigmoid,0.1,0.1,0.0257971418048435,0.044052693367761867
parties,original,linear,0.25,0.0001,0.04728771994213786,0.07370284597010157
parties,original,poly,0.25,0.0001,0.0257971418048435,0.044052693367761867
parties,original,rbf,0.25,0.0001,0.0257971418048435,0.044052693367761867
parties,original,sigmoid,0.25,0.0001,0.0257971418048435,0.044052693367761867
parties,original,linear,0.25,0.001,0.04729673761477847,0.07370284597010157
parties,original,poly,0.25,0.001,0.0257971418048435,0.044052693367761867
parties,original,rbf,0.25,0.001,0.0257971418048435,0.044052693367761867
parties,original,sigmoid,0.25,0.001,0.0257971418048435,0.044052693367761867
parties,original,linear,0.25,0.01,0.047344490871001246,0.07370284597010157
parties,original,poly,0.25,0.01,0.0257971418048435,0.044052693367761867
parties,original,rbf,0.25,0.01,0.0257971418048435,0.044052693367761867
parties,original,sigmoid,0.25,0.01,0.0257971418048435,0.044052693367761867
parties,original,linear,0.25,0.1,0.04737975649418022,0.07261855014896364
parties,original,poly,0.25,0.1,0.0257971418048435,0.044052693367761867
parties,original,rbf,0.25,0.1,0.0257971418048435,0.044052693367761867
parties,original,sigmoid,0.25,0.1,0.0257971418048435,0.044052693367761867
parties,original,linear,0.5,0.0001,0.05752630186749258,0.0925821745617345
parties,original,poly,0.5,0.0001,0.0257971418048435,0.044052693367761867
parties,original,rbf,0.5,0.0001,0.0257971418048435,0.044052693367761867
parties,original,sigmoid,0.5,0.0001,0.0257971418048435,0.044052693367761867
parties,original,linear,0.5,0.001,0.05752630186749258,0.0925821745617345
parties,original,poly,0.5,0.001,0.0257971418048435,0.044052693367761867
parties,original,rbf,0.5,0.001,0.0257971418048435,0.044052693367761867
parties,original,sigmoid,0.5,0.001,0.0257971418048435,0.044052693367761867
parties,original,linear,0.5,0.01,0.057604814599746035,0.0925821745617345
parties,original,poly,0.5,0.01,0.0257971418048435,0.044052693367761867
parties,original,rbf,0.5,0.01,0.0257971418048435,0.044052693367761867
parties,original,sigmoid,0.5,0.01,0.0257971418048435,0.044052693367761867
parties,original,linear,0.5,0.1,0.057654362139265246,0.09210307452968171
parties,original,poly,0.5,0.1,0.0257971418048435,0.044052693367761867
parties,original,rbf,0.5,0.1,0.0257971418048435,0.044052693367761867
parties,original,sigmoid,0.5,0.1,0.0257971418048435,0.044052693367761867
