label_name,feature_type,distance,n_neighbours,weights,train_f1_score,val_f1_score
coalitions,original,manhattan,50,distance,1.0,0.17519380176795657
coalitions,original,chebyshev,50,distance,1.0,0.16822818652995983
coalitions,original,minkowski,50,distance,1.0,0.16504034654561084
coalitions,minmax,euclidean,5,uniform,0.43394396765021453,0.24895446222728818
coalitions,minmax,manhattan,5,uniform,0.4292050101142092,0.2587493526251686
coalitions,minmax,chebyshev,5,uniform,0.40792688299302665,0.2111110721830201
coalitions,minmax,minkowski,5,uniform,0.43394396765021453,0.24895446222728818
coalitions,minmax,euclidean,5,distance,1.0,0.25781043263928227
coalitions,minmax,manhattan,5,distance,1.0,0.2564387312995281
coalitions,minmax,chebyshev,5,distance,1.0,0.24356742851040086
coalitions,minmax,minkowski,5,distance,1.0,0.25781043263928227
coalitions,minmax,euclidean,10,uniform,0.3057516075103429,0.2364729623940768
coalitions,minmax,manhattan,10,uniform,0.2836836308943406,0.22128351800024756
coalitions,minmax,chebyshev,10,uniform,0.2879573455954388,0.1999975124940176
coalitions,minmax,minkowski,10,uniform,0.3057516075103429,0.2364729623940768
coalitions,minmax,euclidean,10,distance,1.0,0.2406489338804041
coalitions,minmax,manhattan,10,distance,1.0,0.23585288179685643
coalitions,minmax,chebyshev,10,distance,1.0,0.22192643024871953
coalitions,minmax,minkowski,10,distance,1.0,0.2406489338804041
coalitions,minmax,euclidean,20,uniform,0.20975698476437646,0.18678369638876752
coalitions,minmax,manhattan,20,uniform,0.20901325766573184,0.18472806868003544
coalitions,minmax,chebyshev,20,uniform,0.2439940600539908,0.1919944809699757
coalitions,minmax,minkowski,20,uniform,0.20975698476437646,0.18678369638876752
coalitions,minmax,euclidean,20,distance,1.0,0.19113152178154275
coalitions,minmax,manhattan,20,distance,1.0,0.19739964486858066
coalitions,minmax,chebyshev,20,distance,1.0,0.20596958459508974
coalitions,minmax,minkowski,20,distance,1.0,0.19113152178154275
coalitions,minmax,euclidean,30,uniform,0.20133410504782256,0.1795009015571011
coalitions,minmax,manhattan,30,uniform,0.20031793686253696,0.18315077266521468
coalitions,minmax,chebyshev,30,uniform,0.2154718707976305,0.1943922087128935
coalitions,minmax,minkowski,30,uniform,0.20133410504782256,0.1795009015571011
coalitions,minmax,euclidean,30,distance,1.0,0.18309389172144816
coalitions,minmax,manhattan,30,distance,1.0,0.1858550922577359
coalitions,minmax,chebyshev,30,distance,1.0,0.2040304714549172
coalitions,minmax,minkowski,30,distance,1.0,0.18309389172144816
coalitions,minmax,euclidean,40,uniform,0.19602055492052672,0.18182590009652483
coalitions,minmax,manhattan,40,uniform,0.19479675293966864,0.18065975400125384
coalitions,minmax,chebyshev,40,uniform,0.1996808431547068,0.18159008342913702
coalitions,minmax,minkowski,40,uniform,0.19602055492052672,0.18182590009652483
coalitions,minmax,euclidean,40,distance,1.0,0.18101846870159738
coalitions,minmax,manhattan,40,distance,1.0,0.1856054720492913
coalitions,minmax,chebyshev,40,distance,1.0,0.1854174927490009
coalitions,minmax,minkowski,40,distance,1.0,0.18101846870159738
coalitions,minmax,euclidean,50,uniform,0.19478110183836933,0.1801432908779557
coalitions,minmax,manhattan,50,uniform,0.19591156681830246,0.17824918632950942
coalitions,minmax,chebyshev,50,uniform,0.19665156575300333,0.1844522147466067
coalitions,minmax,minkowski,50,uniform,0.19478110183836933,0.1801432908779557
coalitions,minmax,euclidean,50,distance,1.0,0.18340181691306418
coalitions,minmax,manhattan,50,distance,1.0,0.1843408085076489
coalitions,minmax,chebyshev,50,distance,1.0,0.18644235184583577
coalitions,minmax,minkowski,50,distance,1.0,0.18340181691306418
parties,scaled,euclidean,5,uniform,0.22119835413177746,0.10958794746304854
parties,scaled,manhattan,5,uniform,0.22771752260011685,0.09588713693806623
parties,scaled,chebyshev,5,uniform,0.2965263281838645,0.12530089641702805
parties,scaled,minkowski,5,uniform,0.22119835413177746,0.10958794746304854
parties,scaled,euclidean,5,distance,1.0,0.11711042336496884
parties,scaled,manhattan,5,distance,1.0,0.11029418085848572
parties,scaled,chebyshev,5,distance,1.0,0.12840577900449107
parties,scaled,minkowski,5,distance,1.0,0.11711042336496884
parties,scaled,euclidean,10,uniform,0.09842080723624683,0.10483469505604585
parties,scaled,manhattan,10,uniform,0.08985952455405576,0.08696836614566363
parties,scaled,chebyshev,10,uniform,0.12037806814259241,0.10334359748737346
parties,scaled,minkowski,10,uniform,0.09842080723624683,0.10483469505604585
parties,scaled,euclidean,10,distance,1.0,0.12277424280289603
parties,scaled,manhattan,10,distance,1.0,0.09211427718682312
parties,scaled,chebyshev,10,distance,1.0,0.10242319254129846
parties,scaled,minkowski,10,distance,1.0,0.12277424280289603
parties,scaled,euclidean,20,uniform,0.06553293665153097,0.08577004360074428
parties,scaled,manhattan,20,uniform,0.06406598467633555,0.0850833648743573
parties,scaled,chebyshev,20,uniform,0.06698713832878661,0.0888551632234493
parties,scaled,minkowski,20,uniform,0.06553293665153097,0.08577004360074428
parties,scaled,euclidean,20,distance,1.0,0.08781986285228113
parties,scaled,manhattan,20,distance,1.0,0.08591731410443297
parties,scaled,chebyshev,20,distance,1.0,0.08730794085322971
parties,scaled,minkowski,20,distance,1.0,0.08781986285228113
parties,scaled,euclidean,30,uniform,0.057081862387855245,0.08471105194165839
parties,scaled,manhattan,30,uniform,0.05512338110806805,0.0872062468424614
parties,scaled,chebyshev,30,uniform,0.056279696804431845,0.08703171874218123
parties,scaled,minkowski,30,uniform,0.057081862387855245,0.08471105194165839
parties,scaled,euclidean,30,distance,1.0,0.0865728109082001
parties,scaled,manhattan,30,distance,1.0,0.08981984858740802
parties,scaled,chebyshev,30,distance,1.0,0.08570188084007307
parties,scaled,minkowski,30,distance,1.0,0.0865728109082001
parties,scaled,euclidean,40,uniform,0.056216243942180076,0.089931966465212
parties,scaled,manhattan,40,uniform,0.05370329200099646,0.08175054492127332
parties,scaled,chebyshev,40,uniform,0.054163926368108316,0.08253883707122912
parties,scaled,minkowski,40,uniform,0.056216243942180076,0.089931966465212
parties,scaled,euclidean,40,distance,1.0,0.08959246215947682
parties,scaled,manhattan,40,distance,1.0,0.08434548928317065
parties,scaled,chebyshev,40,distance,1.0,0.08620923402179478
parties,scaled,minkowski,40,distance,1.0,0.08959246215947682
parties,scaled,euclidean,50,uniform,0.05376019521475711,0.08828459949858383
parties,scaled,manhattan,50,uniform,0.05224631102461704,0.0832095172746875
parties,scaled,chebyshev,50,uniform,0.05154398855065331,0.08230391172269923
parties,scaled,minkowski,50,uniform,0.05376019521475711,0.08828459949858383
parties,scaled,euclidean,50,distance,1.0,0.0893826608885584
parties,scaled,manhattan,50,distance,1.0,0.08512220078408254
parties,scaled,chebyshev,50,distance,1.0,0.08125469377193534
parties,scaled,minkowski,50,distance,1.0,0.0893826608885584
parties,original,euclidean,5,uniform,0.20903179095158553,0.07767805871841423
parties,original,manhattan,5,uniform,0.23552642627016965,0.07761357287789791
parties,original,chebyshev,5,uniform,0.19892860236791832,0.09485958891741711
parties,original,minkowski,5,uniform,0.20903179095158553,0.07767805871841423
parties,original,euclidean,5,distance,1.0,0.08843059971312663
parties,original,manhattan,5,distance,1.0,0.08371501762134081
parties,original,chebyshev,5,distance,1.0,0.09473261076486394
parties,original,minkowski,5,distance,1.0,0.08843059971312663
parties,original,euclidean,10,uniform,0.08818244655905767,0.08204791175814993
parties,original,manhattan,10,uniform,0.09052354453895563,0.07736673375667788
parties,original,chebyshev,10,uniform,0.08670411410732516,0.07944061716633201
parties,original,minkowski,10,uniform,0.08818244655905767,0.08204791175814993
parties,original,euclidean,10,distance,1.0,0.08300433974403773
parties,original,manhattan,10,distance,1.0,0.0828867589314157
parties,original,chebyshev,10,distance,1.0,0.08087155186039921
parties,original,minkowski,10,distance,1.0,0.08300433974403773
parties,original,euclidean,20,uniform,0.05869156963539215,0.08039468676841069
parties,original,manhattan,20,uniform,0.06397504396547897,0.07943125805677506
parties,original,chebyshev,20,uniform,0.06112925111923491,0.08203878210030166
parties,original,minkowski,20,uniform,0.05869156963539215,0.08039468676841069
parties,original,euclidean,20,distance,1.0,0.08302268850389094
parties,original,manhattan,20,distance,1.0,0.08551162344949283
parties,original,chebyshev,20,distance,1.0,0.08511591739046982
parties,original,minkowski,20,distance,1.0,0.08302268850389094
parties,original,euclidean,30,uniform,0.055235671095915886,0.07951772244703384
parties,original,manhattan,30,uniform,0.05370158974967726,0.07900738463978066
parties,original,chebyshev,30,uniform,0.05275740762524024,0.0803867515362343
parties,original,minkowski,30,uniform,0.055235671095915886,0.07951772244703384
parties,original,euclidean,30,distance,1.0,0.08263166993570585
parties,original,manhattan,30,distance,1.0,0.08298020639961604
parties,original,chebyshev,30,distance,1.0,0.08217129449246295
parties,original,minkowski,30,distance,1.0,0.08263166993570585
parties,original,euclidean,40,uniform,0.050972681902497985,0.0745721246040817
parties,original,manhattan,40,uniform,0.05103716211013968,0.07956526934632789
parties,original,chebyshev,40,uniform,0.05478889571050129,0.07711681666880303
parties,original,minkowski,40,uniform,0.050972681902497985,0.0745721246040817
parties,original,euclidean,40,distance,1.0,0.07889743853093505
parties,original,manhattan,40,distance,1.0,0.0813262744756286
parties,original,chebyshev,40,distance,1.0,0.07880775237934998
parties,original,minkowski,40,distance,1.0,0.07889743853093505
parties,original,euclidean,50,uniform,0.04894910401769933,0.07586308124109496
parties,original,manhattan,50,uniform,0.049358649628715126,0.07785008044128952
parties,original,chebyshev,50,uniform,0.049912490592494946,0.07652605264087112
parties,original,minkowski,50,uniform,0.04894910401769933,0.07586308124109496
parties,original,euclidean,50,distance,1.0,0.07903113301516076
parties,original,manhattan,50,distance,1.0,0.08056933385924211
parties,original,chebyshev,50,distance,1.0,0.0793511177391819
parties,original,minkowski,50,distance,1.0,0.07903113301516076
parties,minmax,euclidean,5,uniform,0.21006184748375184,0.10836565587323929
parties,minmax,manhattan,5,uniform,0.21693367820649517,0.09694383704508598
parties,minmax,chebyshev,5,uniform,0.24419372525599692,0.10755032653823449
parties,minmax,minkowski,5,uniform,0.21006184748375184,0.10836565587323929
parties,minmax,euclidean,5,distance,1.0,0.119512250636943
parties,minmax,manhattan,5,distance,1.0,0.11825817203102351
parties,minmax,chebyshev,5,distance,1.0,0.10687977475090486
parties,minmax,minkowski,5,distance,1.0,0.119512250636943
parties,minmax,euclidean,10,uniform,0.0921796277738105,0.09751799851651288
parties,minmax,manhattan,10,uniform,0.09203407057152296,0.08885228847125758
parties,minmax,chebyshev,10,uniform,0.103317693025715,0.08887061510180895
parties,minmax,minkowski,10,uniform,0.0921796277738105,0.09751799851651288
parties,minmax,euclidean,10,distance,1.0,0.10413139148122805
parties,minmax,manhattan,10,distance,1.0,0.09714428893590095
parties,minmax,chebyshev,10,distance,1.0,0.08860536614524708
parties,minmax,minkowski,10,distance,1.0,0.10413139148122805
parties,minmax,euclidean,20,uniform,0.0638732758081605,0.08236627550453043
parties,minmax,manhattan,20,uniform,0.06728227346912824,0.08555893549688807
parties,minmax,chebyshev,20,uniform,0.058800158643748004,0.08592897198013046
parties,minmax,minkowski,20,uniform,0.0638732758081605,0.08236627550453043
parties,minmax,euclidean,20,distance,1.0,0.08592637630291064
parties,minmax,manhattan,20,distance,1.0,0.08877277646618355
parties,minmax,chebyshev,20,distance,1.0,0.0847812745011702
parties,minmax,minkowski,20,distance,1.0,0.08592637630291064
parties,minmax,euclidean,30,uniform,0.05495212561634688,0.08545054294348622
parties,minmax,manhattan,30,uniform,0.055758530534858686,0.08476081241630051
parties,minmax,chebyshev,30,uniform,0.056757180656077856,0.082211197074287
parties,minmax,minkowski,30,uniform,0.05495212561634688,0.08545054294348622
parties,minmax,euclidean,30,distance,1.0,0.0854778200306434
parties,minmax,manhattan,30,distance,1.0,0.0883417437380519
parties,minmax,chebyshev,30,distance,1.0,0.08545248746245196
parties,minmax,minkowski,30,distance,1.0,0.0854778200306434
parties,minmax,euclidean,40,uniform,0.05429846107108164,0.08031540086289421
parties,minmax,manhattan,40,uniform,0.05365280185568977,0.08185993817350175
parties,minmax,chebyshev,40,uniform,0.05538438171317166,0.08772900159127381
parties,minmax,minkowski,40,uniform,0.05429846107108164,0.08031540086289421
parties,minmax,euclidean,40,distance,1.0,0.08448633856587912
parties,minmax,manhattan,40,distance,1.0,0.08779486146405274
parties,minmax,chebyshev,40,distance,1.0,0.0892571364574705
parties,minmax,minkowski,40,distance,1.0,0.08448633856587912
parties,minmax,euclidean,50,uniform,0.052553544711212194,0.08480305606407988
parties,minmax,manhattan,50,uniform,0.05146515061169138,0.08122758792502557
parties,minmax,chebyshev,50,uniform,0.054799441266026205,0.08687979313164054
parties,minmax,minkowski,50,uniform,0.052553544711212194,0.08480305606407988
parties,minmax,euclidean,50,distance,1.0,0.09033858860383052
parties,minmax,manhattan,50,distance,1.0,0.0840408217775047
parties,minmax,chebyshev,50,distance,1.0,0.08579180554904922
parties,minmax,minkowski,50,distance,1.0,0.09033858860383052
positions,scaled,euclidean,5,uniform,0.2857066211937532,0.17445167845137402
positions,scaled,manhattan,5,uniform,0.2672253629294873,0.17659148495218374
positions,scaled,chebyshev,5,uniform,0.23771000874470233,0.14249781890123486
positions,scaled,minkowski,5,uniform,0.2857066211937532,0.17445167845137402
positions,scaled,euclidean,5,distance,1.0,0.17589097651286312
positions,scaled,manhattan,5,distance,1.0,0.16453279494367498
positions,scaled,chebyshev,5,distance,1.0,0.13080987867685812
positions,scaled,minkowski,5,distance,1.0,0.17589097651286312
positions,scaled,euclidean,10,uniform,0.13295358579206656,0.13540167906627537
positions,scaled,manhattan,10,uniform,0.12607999756750124,0.13142423914939444
positions,scaled,chebyshev,10,uniform,0.12330494175042073,0.11598652146513296
positions,scaled,minkowski,10,uniform,0.13295358579206656,0.13540167906627537
positions,scaled,euclidean,10,distance,1.0,0.12521784633585878
positions,scaled,manhattan,10,distance,1.0,0.12571144543695137
positions,scaled,chebyshev,10,distance,1.0,0.12071045953534436
positions,scaled,minkowski,10,distance,1.0,0.12521784633585878
positions,scaled,euclidean,20,uniform,0.1041251547115234,0.12545549021205202
positions,scaled,manhattan,20,uniform,0.1006379060281118,0.11629016020044873
positions,scaled,chebyshev,20,uniform,0.10127363327660761,0.1112377462582832
positions,scaled,minkowski,20,uniform,0.1041251547115234,0.12545549021205202
positions,scaled,euclidean,20,distance,1.0,0.12545549021205202
positions,scaled,manhattan,20,distance,1.0,0.1205673142058636
positions,scaled,chebyshev,20,distance,1.0,0.1112377462582832
positions,scaled,minkowski,20,distance,1.0,0.12545549021205202
positions,scaled,euclidean,30,uniform,0.10116619172628223,0.1205673142058636
positions,scaled,manhattan,30,uniform,0.09219225066199757,0.11567913819967517
positions,scaled,chebyshev,30,uniform,0.09219225066199757,0.11140198419426028
positions,scaled,minkowski,30,uniform,0.10116619172628223,0.1205673142058636
positions,scaled,euclidean,30,distance,1.0,0.1205673142058636
positions,scaled,manhattan,30,distance,1.0,0.11567913819967517
positions,scaled,chebyshev,30,distance,1.0,0.11140198419426028
positions,scaled,minkowski,30,distance,1.0,0.1205673142058636
positions,scaled,euclidean,40,uniform,0.09112463100031773,0.11140198419426028
positions,scaled,manhattan,40,uniform,0.09112463100031773,0.11140198419426028
positions,scaled,chebyshev,40,uniform,0.09112463100031773,0.11140198419426028
positions,scaled,minkowski,40,uniform,0.09112463100031773,0.11140198419426028
positions,scaled,euclidean,40,distance,1.0,0.11140198419426028
positions,scaled,manhattan,40,distance,1.0,0.11140198419426028
positions,scaled,chebyshev,40,distance,1.0,0.11140198419426028
positions,scaled,minkowski,40,distance,1.0,0.11140198419426028
positions,scaled,euclidean,50,uniform,0.09112463100031773,0.11140198419426028
positions,scaled,manhattan,50,uniform,0.09112463100031773,0.11140198419426028
positions,scaled,chebyshev,50,uniform,0.09112463100031773,0.11140198419426028
positions,scaled,minkowski,50,uniform,0.09112463100031773,0.11140198419426028
positions,scaled,euclidean,50,distance,1.0,0.11140198419426028
positions,scaled,manhattan,50,distance,1.0,0.11140198419426028
positions,scaled,chebyshev,50,distance,1.0,0.11140198419426028
positions,scaled,minkowski,50,distance,1.0,0.11140198419426028
positions,original,euclidean,5,uniform,0.245002593192023,0.15878225032401574
positions,original,manhattan,5,uniform,0.2631791337775934,0.17074710996409523
positions,original,chebyshev,5,uniform,0.22259335470150665,0.1584778107263855
positions,original,minkowski,5,uniform,0.245002593192023,0.15878225032401574
positions,original,euclidean,5,distance,1.0,0.15631588279763803
positions,original,manhattan,5,distance,1.0,0.16744718853915674
positions,original,chebyshev,5,distance,1.0,0.16090008435170483
positions,original,minkowski,5,distance,1.0,0.15631588279763803
positions,original,euclidean,10,uniform,0.1238468687704792,0.13076448137783542
positions,original,manhattan,10,uniform,0.13346497830089757,0.1308115838496535
positions,original,chebyshev,10,uniform,0.12924933995331947,0.14374835700817976
positions,original,minkowski,10,uniform,0.1238468687704792,0.13076448137783542
positions,original,euclidean,10,distance,1.0,0.13094876913976294
positions,original,manhattan,10,distance,1.0,0.13588746035410143
positions,original,chebyshev,10,distance,1.0,0.13356463060365198
positions,original,minkowski,10,distance,1.0,0.13094876913976294
positions,original,euclidean,20,uniform,0.09166460935012458,0.11140198419426028
positions,original,manhattan,20,uniform,0.09112463100031773,0.11140198419426028
positions,original,chebyshev,20,uniform,0.09338150465175232,0.11140198419426028
positions,original,minkowski,20,uniform,0.09166460935012458,0.11140198419426028
positions,original,euclidean,20,distance,1.0,0.11140198419426028
positions,original,manhattan,20,distance,1.0,0.11140198419426028
positions,original,chebyshev,20,distance,1.0,0.11140198419426028
positions,original,minkowski,20,distance,1.0,0.11140198419426028
positions,original,euclidean,30,uniform,0.09112463100031773,0.11140198419426028
positions,original,manhattan,30,uniform,0.09112463100031773,0.11140198419426028
positions,original,chebyshev,30,uniform,0.09112463100031773,0.11140198419426028
positions,original,minkowski,30,uniform,0.09112463100031773,0.11140198419426028
positions,original,euclidean,30,distance,1.0,0.11140198419426028
positions,original,manhattan,30,distance,1.0,0.11140198419426028
positions,original,chebyshev,30,distance,1.0,0.11140198419426028
positions,original,minkowski,30,distance,1.0,0.11140198419426028
positions,original,euclidean,40,uniform,0.09112463100031773,0.11140198419426028
positions,original,manhattan,40,uniform,0.09112463100031773,0.11140198419426028
positions,original,chebyshev,40,uniform,0.09112463100031773,0.11140198419426028
positions,original,minkowski,40,uniform,0.09112463100031773,0.11140198419426028
positions,original,euclidean,40,distance,1.0,0.11140198419426028
positions,original,manhattan,40,distance,1.0,0.11140198419426028
positions,original,chebyshev,40,distance,1.0,0.11140198419426028
positions,original,minkowski,40,distance,1.0,0.11140198419426028
positions,original,euclidean,50,uniform,0.09112463100031773,0.11140198419426028
positions,original,manhattan,50,uniform,0.09112463100031773,0.11140198419426028
positions,original,chebyshev,50,uniform,0.09112463100031773,0.11140198419426028
positions,original,minkowski,50,uniform,0.09112463100031773,0.11140198419426028
positions,original,euclidean,50,distance,1.0,0.11140198419426028
positions,original,manhattan,50,distance,1.0,0.11140198419426028
positions,original,chebyshev,50,distance,1.0,0.11140198419426028
positions,original,minkowski,50,distance,1.0,0.11140198419426028
positions,minmax,euclidean,5,uniform,0.2675529998532173,0.1746365006670052
positions,minmax,manhattan,5,uniform,0.2629529310372183,0.16679446475790316
positions,minmax,chebyshev,5,uniform,0.23964265827508574,0.15586536331083495
positions,minmax,minkowski,5,uniform,0.2675529998532173,0.1746365006670052
positions,minmax,euclidean,5,distance,1.0,0.1596998759890012
positions,minmax,manhattan,5,distance,1.0,0.1691495725437924
positions,minmax,chebyshev,5,distance,1.0,0.12467714903725428
positions,minmax,minkowski,5,distance,1.0,0.1596998759890012
positions,minmax,euclidean,10,uniform,0.13592649906836324,0.12806818939042053
positions,minmax,manhattan,10,uniform,0.13181031864399642,0.13590665699596888
positions,minmax,chebyshev,10,uniform,0.13967034079564083,0.11109949832775919
positions,minmax,minkowski,10,uniform,0.13592649906836324,0.12806818939042053
positions,minmax,euclidean,10,distance,1.0,0.12429230459760414
positions,minmax,manhattan,10,distance,1.0,0.1310772225781743
positions,minmax,chebyshev,10,distance,1.0,0.11128316225616364
positions,minmax,minkowski,10,distance,1.0,0.12429230459760414
positions,minmax,euclidean,20,uniform,0.10015931284550894,0.12117833620663716
positions,minmax,manhattan,20,uniform,0.10013643413617483,0.11140198419426028
positions,minmax,chebyshev,20,uniform,0.09431521156708741,0.11140198419426028
positions,minmax,minkowski,20,uniform,0.10015931284550894,0.12117833620663716
positions,minmax,euclidean,20,distance,1.0,0.12545549021205202
positions,minmax,manhattan,20,distance,1.0,0.1205673142058636
positions,minmax,chebyshev,20,distance,1.0,0.11140198419426028
positions,minmax,minkowski,20,distance,1.0,0.12545549021205202
positions,minmax,euclidean,30,uniform,0.09797431723754998,0.11567913819967517
positions,minmax,manhattan,30,uniform,0.09377529188165687,0.11140198419426028
positions,minmax,chebyshev,30,uniform,0.09112463100031773,0.11140198419426028
positions,minmax,minkowski,30,uniform,0.09797431723754998,0.11567913819967517
positions,minmax,euclidean,30,distance,1.0,0.11567913819967517
positions,minmax,manhattan,30,distance,1.0,0.11567913819967517
positions,minmax,chebyshev,30,distance,1.0,0.11140198419426028
positions,minmax,minkowski,30,distance,1.0,0.11567913819967517
positions,minmax,euclidean,40,uniform,0.09112463100031773,0.11140198419426028
positions,minmax,manhattan,40,uniform,0.09112463100031773,0.11140198419426028
