label_name,feature_type,distance,n_neighbours,weights,train_f1_score,val_f1_score
positions,minmax,chebyshev,40,uniform,0.09112463100031773,0.11140198419426028
positions,minmax,minkowski,40,uniform,0.09112463100031773,0.11140198419426028
positions,minmax,euclidean,40,distance,1.0,0.11140198419426028
positions,minmax,manhattan,40,distance,1.0,0.11140198419426028
positions,minmax,chebyshev,40,distance,1.0,0.11140198419426028
positions,minmax,minkowski,40,distance,1.0,0.11140198419426028
positions,minmax,euclidean,50,uniform,0.09112463100031773,0.11140198419426028
positions,minmax,manhattan,50,uniform,0.09112463100031773,0.11140198419426028
positions,minmax,chebyshev,50,uniform,0.09112463100031773,0.11140198419426028
positions,minmax,minkowski,50,uniform,0.09112463100031773,0.11140198419426028
positions,minmax,euclidean,50,distance,1.0,0.11140198419426028
positions,minmax,manhattan,50,distance,1.0,0.11140198419426028
positions,minmax,chebyshev,50,distance,1.0,0.11140198419426028
positions,minmax,minkowski,50,distance,1.0,0.11140198419426028
