ngram,val_tweets_f1_score,val_polemo_f1_score,val_wordnet_f1_score
1,0.3647435897435898,0.29500397581087023,0.4208810208830945
2,0.4521928821033364,0.3007738907299552,0.4291209809865859
3,0.39034566511346697,0.2849160161690711,0.5654203899046832
4,0.3946361439312567,0.2951947069884241,0.563994467813385
5,0.37030671853571573,0.29626289321131083,0.5585907279974203
6,0.37039807696041316,0.2992268025199694,0.552233354216073
7,0.34817078346490116,0.29826207267790084,0.5491458510830541
