ngram,val_tweets_f1_score,val_polemo_f1_score,val_wordnet_f1_score
1,0.44606203396851696,0.6066332881231697,0.2664599380565267
2,0.4103585112205802,0.6656819155025665,0.28352385160674864
3,0.41770649029685175,0.659453032421144,0.2857345653076777
4,0.4529270112603446,0.6543442591196699,0.28181557047695194
5,0.4529270112603446,0.6536739755828032,0.2872989390088663
6,0.45008175969863046,0.6490585259599654,0.2832062338214467
7,0.45717528893780957,0.6459182825170554,0.27785587255473676
