ngram,val_tweets_f1_score,val_polemo_f1_score,val_wordnet_f1_score
1,0.4136103447002292,0.6437653824069345,0.275925978657928
2,0.40377314710743395,0.6543496968501296,0.2855589376159832
3,0.400079612119505,0.6396519627670816,0.27822275170591526
4,0.37953510959524156,0.6240666377384311,0.2756546292789165
5,0.36795383087755196,0.6105751178994475,0.27054237927428504
6,0.35476012435113174,0.5961442890681182,0.26510160469925265
7,0.32787154661195583,0.5783596947270477,0.26110817737168396
