ngram,val_tweets_f1_score,val_polemo_f1_score,val_wordnet_f1_score
8,0.45685341299376386,0.640376929726546,0.279276946700346
9,0.44856795806162897,0.6378925365360387,0.2814735710029777
10,0.4776009657594381,0.6396996825459401,0.2806345757292526
