epoch,train_tweets_f_score,val_tweets_f_score,train_loss,val_loss
1,0.3896787498156591,0.41726541659364835,1.3282718658447266,1.0313481092453003
2,0.4327822321435516,0.423657748740784,1.2054355144500732,0.9914941191673279
3,0.4420169038492753,0.4611151427189163,1.1655962467193604,0.9776027202606201
4,0.4613752594117907,0.4579545454545454,1.142526388168335,0.9734055399894714
5,0.45421269500683903,0.47196252856630216,1.1259918212890625,0.9673369526863098
6,0.46357819049501237,0.4804749109176938,1.1151399612426758,0.9548400044441223
7,0.47360563896686314,0.47196252856630216,1.1056511402130127,0.9453280568122864
8,0.48286117669036877,0.471125730994152,1.0977078676223755,0.9430636167526245
9,0.4922191149395202,0.47302267962645317,1.0911633968353271,0.9391865134239197
10,0.4874499847762659,0.4864610895422735,1.0853177309036255,0.9387032985687256
11,0.49647254661852447,0.4824452277282466,1.0801544189453125,0.9299442768096924
12,0.508335665949798,0.4808201058201058,1.0749022960662842,0.9289112091064453
13,0.5065816735688414,0.4824452277282466,1.0702579021453857,0.9207068085670471
14,0.5138783589953373,0.4824452277282466,1.0663982629776,0.9172521829605103
15,0.5087911449340453,0.4777396607585287,1.061915636062622,0.9226464033126831
16,0.5081794514364265,0.4807510885341074,1.05892813205719,0.9171800017356873
17,0.5183292707018592,0.4890764647467727,1.0551902055740356,0.9204240441322327
18,0.5330331687487349,0.4807510885341074,1.0517226457595825,0.9145638346672058
19,0.5313379329846396,0.48720713249015135,1.04898202419281,0.9101784229278564
20,0.531301249238765,0.48720713249015135,1.0447230339050293,0.905574381351471
21,0.5342346064353034,0.4890764647467727,1.0417813062667847,0.9062368869781494
22,0.5490774821099677,0.48720713249015135,1.0388879776000977,0.9069399237632751
23,0.5437873981578256,0.48720713249015135,1.0362814664840698,0.8975299596786499
24,0.5317698927630566,0.48628917378917386,1.0330795049667358,0.8999608755111694
25,0.5497110470081314,0.48720713249015135,1.0310050249099731,0.8985990881919861
26,0.561298431111167,0.4807510885341074,1.028533935546875,0.8955067992210388
27,0.5622793071544133,0.48720713249015135,1.0247999429702759,0.8949498534202576
28,0.5575309179079563,0.48628917378917386,1.0222679376602173,0.8954481482505798
29,0.5600618322470523,0.48720713249015135,1.0205739736557007,0.895587682723999
30,0.5684429487095863,0.48720713249015135,1.018462061882019,0.8936331868171692
31,0.6015232514140738,0.511573462657054,1.0156497955322266,0.8908264636993408
32,0.5901784229480317,0.5185091467986205,1.0136796236038208,0.8876714110374451
33,0.5760830128569986,0.47676253121986206,1.0109617710113525,0.8967774510383606
34,0.5981614114619525,0.5177292857032254,1.0097808837890625,0.8890460729598999
35,0.608674482001579,0.5073593073593073,1.0064324140548706,0.8955736756324768
36,0.613557290572443,0.5058582183582183,1.005250334739685,0.8890629410743713
37,0.60290173687242,0.5066745316745317,1.0024099349975586,0.8842257261276245
38,0.6106947012397798,0.5177292857032254,1.0004335641860962,0.8884214162826538
39,0.5981838279278788,0.4631659961848641,0.9985244870185852,0.8878122568130493
40,0.6417422321332408,0.4993739593739594,0.9969578981399536,0.8875559568405151
41,0.6591358135106019,0.4993739593739594,0.9947471618652344,0.8797680735588074
42,0.6372630101035295,0.5066745316745317,0.9934455156326294,0.8816518783569336
43,0.6138119689274097,0.4631659961848641,0.9909911155700684,0.8839560747146606
44,0.6375429261541333,0.49972849849087475,0.989233672618866,0.8767676949501038
45,0.6425545004236684,0.500543559754086,0.9876500368118286,0.8787348866462708
46,0.6477724452302515,0.5179328749447317,0.9853966236114502,0.8855701088905334
47,0.6252998619563941,0.500543559754086,0.983722448348999,0.8834946155548096
48,0.6656479537014961,0.5059912854030502,0.9821535348892212,0.8774195909500122
49,0.6607894406959475,0.5066745316745317,0.9800841808319092,0.8755619525909424
50,0.675796485964744,0.49439912292179433,0.9786597490310669,0.8742708563804626
51,0.6691729247519866,0.500543559754086,0.9771890044212341,0.8769869208335876
52,0.6794794255786543,0.4885579962979344,0.9749754667282104,0.8727783560752869
53,0.689536418008575,0.4885579962979344,0.9733656048774719,0.8720282316207886
54,0.6833442874759107,0.500543559754086,0.9725939631462097,0.8747698068618774
55,0.6774655861473344,0.495921052631579,0.9711370468139648,0.8765361309051514
56,0.6891782634676058,0.5069304512425963,0.9689757227897644,0.8717167377471924
57,0.7031858405568505,0.501659125188537,0.9679449200630188,0.8684463500976562
58,0.6987814798831332,0.5069304512425963,0.9654938578605652,0.8614988923072815
59,0.6980640164614207,0.48770869568159825,0.9645695686340332,0.8691362142562866
60,0.6900232060349341,0.500543559754086,0.9627018570899963,0.8705167174339294
61,0.6993261998143201,0.4885579962979344,0.9608739018440247,0.8673447966575623
62,0.6771608594023393,0.510062893081761,0.9591661691665649,0.8745908737182617
63,0.6919618598296347,0.5128205128205128,0.9587621688842773,0.87144935131073
64,0.7221331084926415,0.48927672955974844,0.9569486975669861,0.8620316386222839
65,0.7237226044142645,0.4885579962979344,0.9556940793991089,0.8581501841545105
66,0.7193088261525105,0.5159640101500567,0.953355610370636,0.8604291677474976
67,0.7353461879882514,0.49278846153846156,0.9522088766098022,0.8629679083824158
68,0.7234007087987209,0.4885579962979344,0.9509795308113098,0.8687012195587158
69,0.7335807639972212,0.5066280806572068,0.9490543007850647,0.8621368408203125
70,0.7364069942236036,0.5118255929050423,0.9477156400680542,0.8608424663543701
71,0.7392483244145691,0.48770869568159825,0.9460713267326355,0.8537407517433167
72,0.7487475870834838,0.5008349493643611,0.9451262354850769,0.8582912683486938
73,0.7374600946192233,0.4885579962979344,0.9432219862937927,0.852902352809906
74,0.7407889075790741,0.5066280806572068,0.9431465268135071,0.8598431944847107
75,0.7410875948690088,0.4768660968660969,0.9411570429801941,0.8628594279289246
76,0.7621672272655887,0.4860968777755005,0.9398013949394226,0.8645681142807007
77,0.7646706290629532,0.48784403327210557,0.9376602172851562,0.8612285256385803
78,0.7580691437890672,0.4752319033999137,0.9362291097640991,0.8640114665031433
79,0.7548100679649523,0.5008349493643611,0.9357356429100037,0.8573866486549377
80,0.7602271907580378,0.5260618349904065,0.9340731501579285,0.8575960397720337
81,0.7666141067468444,0.4916666666666667,0.9323517680168152,0.8561496734619141
82,0.7710028186328374,0.4911667073819138,0.9312945008277893,0.8606091737747192
83,0.7657409961313053,0.48551169320662346,0.9306585788726807,0.863205075263977
84,0.7652368199871203,0.5008349493643611,0.9281177520751953,0.8557740449905396
85,0.7747868951689176,0.5039377289377289,0.9277908802032471,0.8615144491195679
86,0.7879133350836631,0.48551169320662346,0.9261795878410339,0.860817551612854
87,0.7787919550288956,0.5008349493643611,0.924522340297699,0.8607732057571411
88,0.7813387475969301,0.49155906264945004,0.9238126277923584,0.8598687052726746
89,0.7865985009274161,0.5039377289377289,0.9225859642028809,0.8643832802772522
90,0.8021564945299342,0.4930633044853491,0.9207255244255066,0.8575001358985901
91,0.8026880490108087,0.486477140361095,0.9197317957878113,0.8538055419921875
92,0.7748063058112752,0.5105128205128204,0.9180158972740173,0.8521093130111694
93,0.8008920314847812,0.486477140361095,0.9167686700820923,0.8598459959030151
94,0.8050162319067491,0.49646102343376375,0.9152879118919373,0.8558334708213806
95,0.8007417657937081,0.4982142857142857,0.9143084287643433,0.8627126216888428
96,0.8144026309448841,0.4982142857142857,0.9135761260986328,0.8592150211334229
97,0.8231063133066819,0.4961298913504796,0.9123824238777161,0.8527732491493225
98,0.8204163565021958,0.5048240450026165,0.9106237292289734,0.8585327863693237
99,0.7998353096802537,0.49223912866117325,0.9087299704551697,0.8569310903549194
100,0.8134399751546237,0.486477140361095,0.9083806872367859,0.858160138130188
