epoch,train_tweets_f_score,val_tweets_f_score
1,0.4383636059011007,0.41279132450450123
2,0.4544363625795843,0.4408898459741587
3,0.47479576522405076,0.4621798395850073
4,0.4892187221641445,0.4713636363636364
5,0.4984767954096856,0.47027310924369753
6,0.49467875027043323,0.47516339869281043
7,0.501217580292219,0.4626045883940621
8,0.5083979063560256,0.460998139287613
9,0.5174112486085206,0.46142857142857147
10,0.5158571847667219,0.47150982682443754
11,0.5261272842016915,0.46802351938490555
12,0.5216659724487347,0.46922905525846703
13,0.5267878720789372,0.46287307032590047
14,0.5338855250290497,0.4678508771929825
15,0.5488926205304122,0.45213369963369965
16,0.5347955735746099,0.4608528861502548
17,0.5297217940953516,0.4625792887818727
18,0.5383611306442594,0.46357928475774407
19,0.5406648144738253,0.47342644978783593
20,0.5260585775678694,0.45571754046330315
21,0.5559456667186127,0.46375647857507846
22,0.5491542657088896,0.47505925447101915
23,0.5437353490004316,0.4678508771929825
24,0.5582375696026525,0.4524618149146451
25,0.5486250269960431,0.4616253123288037
26,0.5589102368226363,0.47376493937955727
27,0.5386823897323467,0.4742207792207792
28,0.564047705663595,0.4661354765485868
29,0.5623455509382114,0.45582982231177865
30,0.5555740975563127,0.46142857142857147
31,0.5540715323115337,0.48334854645534264
32,0.5488122290340741,0.4881230854915065
33,0.5641120443703664,0.5600206060541728
34,0.5649902134528103,0.5107378732378732
35,0.5719949126830705,0.5484578073710336
36,0.5681956676286415,0.5107378732378732
37,0.5758235879840898,0.5418155829982204
38,0.5704042870851596,0.5415811965811965
39,0.5683680089693768,0.548925888503273
40,0.5660923019523247,0.5492377720318897
41,0.577222740097184,0.571146526949482
42,0.5849268702842567,0.5594814230484962
43,0.5810710205111669,0.5454770500502207
44,0.5798850407301971,0.5527648452176754
45,0.5857571182652564,0.5608653846153846
46,0.5616876948327755,0.5585164835164835
47,0.5986344743039534,0.5594814230484962
48,0.5939224372040786,0.5663892654964083
49,0.5771113137550367,0.5812740814482974
50,0.5983831061338623,0.6069327731092437
51,0.5956161951342601,0.565151243424199
52,0.5883150576622919,0.5406761006289309
53,0.5815324255384963,0.5277653548002386
54,0.5958297064275133,0.5699813258636788
55,0.5917219782312129,0.5783777399848828
56,0.596287308435034,0.5759161434436126
57,0.5857389128170456,0.5574408687183379
58,0.5978385760534178,0.5477003983071945
59,0.6009280993735996,0.5483414239482202
60,0.5941485670336379,0.5512362637362638
61,0.5956545506510995,0.5861325470782373
62,0.6064475375382321,0.5785189075630252
63,0.5977314741968502,0.5697597309255891
64,0.5946489112343012,0.5783777399848828
65,0.5918894313836947,0.55242673992674
66,0.5935289984462306,0.6024198947871832
67,0.5905314659570746,0.5809523809523809
68,0.6094981502600773,0.5378449082687775
69,0.6114193865036206,0.5783777399848828
70,0.6146025375454217,0.5705562413644704
71,0.6068298518054074,0.6037266042780749
72,0.59623957748706,0.57348740807874
73,0.6069591396862496,0.6080864067096858
74,0.5907910951349373,0.5578917696351846
75,0.5997033998709265,0.5492845117845119
76,0.6071286104864173,0.6110134146898852
77,0.609569567711856,0.5513176144244105
78,0.6198709331371681,0.5756582821807968
79,0.6084607503556392,0.5826178451178452
80,0.6164806475721283,0.5551100628930818
81,0.6157458130597476,0.5940656565656566
82,0.6227545196090131,0.5780621339444869
83,0.611693952604466,0.5780621339444869
84,0.6106864758295311,0.5615216960570636
85,0.6195343083623452,0.55242673992674
86,0.6174337613800656,0.5560326224930185
87,0.6073253971216628,0.538019943019943
88,0.5998136128339495,0.5588531566472743
89,0.6246778023530207,0.6225244037008743
90,0.6354954710488845,0.6050700468866792
91,0.6346564484905277,0.5364111874339048
92,0.637842469246409,0.6132949114605191
93,0.622737834400543,0.6228714693564048
94,0.6280514278445076,0.6239560290496264
95,0.6412709922120676,0.6038656918017383
96,0.6433517367725713,0.5901320901320901
97,0.6292356671335071,0.5603641456582633
98,0.6356487388145442,0.5481133150934793
99,0.6119636606690582,0.5646854956200524
100,0.6280842979806163,0.6066037604597583
