epoch,train_tweets_f_score,test_tweets_f_scores
1,0.4986195360627663,0.49048802129547475
2,0.5040868266474596,0.3946078431372549
3,0.5108240531489108,0.5195128803243598
4,0.5400219350976281,0.46435467479674797
5,0.5620313947874865,0.5069766056794359
6,0.5102177030452942,0.4317460317460317
7,0.5387812202716449,0.46284271284271283
8,0.559852582672301,0.503842940685046
9,0.5559460566252503,0.4605537325676784
10,0.5779673004275643,0.5243230358504958
11,0.5656162215185606,0.5056022408963585
12,0.5797228998686745,0.4918208152826348
13,0.5726433018402632,0.5369845969996737
14,0.5727889867990644,0.5019461185248959
15,0.5793944088302575,0.5107977114742259
16,0.5768852451721374,0.5115589198036006
17,0.607369441404209,0.5088915470494417
18,0.5916312765582286,0.5021652864044168
19,0.6039569177842581,0.4787619787619788
20,0.6005985509530385,0.47565846851561133
21,0.6078259169132861,0.5058262074109593
22,0.6232829002961497,0.502765064836003
23,0.6162095308255273,0.5133787385922111
24,0.6179794239933455,0.5223185805422648
25,0.6304071433215275,0.5566409807012562
26,0.6168823372063514,0.5009487666034156
27,0.6028320689419335,0.5225742473859074
28,0.6377044531701646,0.5126093941248471
29,0.6201031657126801,0.5497764510601842
30,0.6083317628691627,0.5590254247470742
31,0.6445617579309961,0.5528304688641121
32,0.6363417436132109,0.540187810365649
33,0.6479295379561668,0.5192401375265825
34,0.6447931229772601,0.5418670458614068
35,0.6398572354203391,0.503529063337055
36,0.6629205481274595,0.5106259490130265
37,0.6454748749248685,0.5572169272506604
38,0.6578440270065522,0.5302354967686775
39,0.6704738587983874,0.5256701631701632
40,0.655011453244931,0.541795665634675
41,0.6407094552775159,0.5137785314384151
42,0.6575163214871076,0.5553541232309451
43,0.6663044323158374,0.5383239864183603
44,0.6602425218945542,0.5549099230087515
45,0.6829247909579779,0.5314394307145194
46,0.678213130019272,0.5422714214465181
47,0.6646770351990032,0.5681903692784052
48,0.6826310388892297,0.5221176353404055
49,0.6772999400982064,0.5654128672745693
50,0.6942779072302263,0.5216313409771639
51,0.6783741687290962,0.5339060034700928
52,0.6856286427128007,0.5393925714849976
53,0.70480840433541,0.5386342920006286
54,0.6751399695507649,0.5404608249352705
55,0.6759149346014665,0.5439795110732792
56,0.6825446960553527,0.5807494378135271
57,0.6809536303545713,0.527218480850284
58,0.6950566403848484,0.5118686868686869
59,0.7072860969611933,0.5217584916386375
60,0.7119199433874118,0.5628602971176231
61,0.7091174757484745,0.5103016367358423
62,0.7171438169443013,0.5276936444885799
63,0.6813739671784192,0.49788236766704397
64,0.7190187645596593,0.5698257080610021
65,0.7261572679771109,0.5929595953128002
66,0.7070613360341292,0.5599480310540494
67,0.7114487785346852,0.49770823455033975
68,0.7048873088578305,0.5616837812478706
69,0.7041032485580923,0.5469189976332759
70,0.7071220433724668,0.5586681292563646
71,0.6893186697314045,0.5125552282768778
72,0.7350560338955432,0.5361145198134758
73,0.7306128726537935,0.5214646464646464
74,0.7272820179292476,0.5118329383035265
75,0.7365994382073686,0.5462104320799972
76,0.7356080085757479,0.5596296296296296
77,0.7462833345216491,0.5228409801580534
78,0.7343084129364248,0.5380413875510682
79,0.7161616202207198,0.4481625258799171
80,0.7489967750608628,0.5611975611975613
81,0.7467590379843869,0.5617235123367199
82,0.7533812667747073,0.5391795993091091
83,0.7563143341585497,0.5017379184389494
84,0.7594356065327689,0.5337874212953211
85,0.7558900781034907,0.5684449958643507
86,0.7430223436957225,0.47858120478501215
87,0.7513550089402692,0.5079859575409111
88,0.7498824683669773,0.5604806934594169
89,0.7579482366970366,0.541799857477349
90,0.7554902447909091,0.5444189848794052
91,0.7515197904129141,0.5814285714285714
92,0.7650962171036021,0.545828857858933
93,0.7577302080045454,0.5338908705292587
94,0.7554401919928906,0.5010860459037187
95,0.7694125969442314,0.5363527529515613
96,0.7638316572854091,0.5046345390990141
97,0.7608915425142065,0.541101807549176
98,0.7501959449867452,0.5288326869209222
99,0.7656085650174289,0.5714907420789774
100,0.7796739701950429,0.5371450352582428
101,0.7827436118436394,0.5145528230634614
102,0.7703419424101432,0.5219640329245434
103,0.777567208199502,0.5378739316239316
104,0.77627900392869,0.5037573707236216
105,0.7541429073559328,0.5290980521877532
106,0.7782934085292625,0.5142496392496393
107,0.7912179349140618,0.5454640875693507
108,0.7602722474130889,0.5026573357690379
109,0.7914994351478484,0.5460909850383535
110,0.7936679291607944,0.5109062335357291
111,0.7960534689514397,0.5238170153644982
112,0.7944462911703689,0.5376064934742933
113,0.78900722542994,0.487615011986114
114,0.7985802188120856,0.5681950547995976
115,0.7907823416768232,0.4901053222572266
