epoch,train_tweets_f_score,test_tweets_f_scores,train_loss,val_loss
1,0.4181334674358368,0.43421855568885803,1.3984811305999756,1.0216953754425049
2,0.4809969365596771,0.4301152229309082,1.177518367767334,1.0080426931381226
3,0.5019288063049316,0.4625731110572815,1.143043875694275,0.9785735607147217
4,0.5133549571037292,0.44193291664123535,1.1225395202636719,0.9614312052726746
5,0.5195746421813965,0.4417153000831604,1.1114227771759033,0.959038496017456
6,0.5246647596359253,0.4381701648235321,1.1103835105895996,1.0036330223083496
7,0.5299662351608276,0.4263157844543457,1.0957844257354736,1.000304937362671
8,0.5372358560562134,0.45181941986083984,1.0872113704681396,0.9535914063453674
9,0.5344870090484619,0.4487922787666321,1.0967763662338257,0.937766432762146
10,0.5323911905288696,0.48596346378326416,1.085080623626709,1.0160199403762817
11,0.5394976139068604,0.4493952989578247,1.0803486108779907,0.9807950258255005
12,0.5410698056221008,0.42936915159225464,1.0698304176330566,0.9904689788818359
13,0.546236515045166,0.44695714116096497,1.0627403259277344,0.960708498954773
14,0.5353196859359741,0.4448108673095703,1.0688896179199219,0.9881792664527893
15,0.5415606498718262,0.4881538152694702,1.070711374282837,1.0002049207687378
16,0.5402998328208923,0.45191723108291626,1.062929630279541,1.030832052230835
17,0.5470659732818604,0.45575571060180664,1.0606859922409058,1.0719884634017944
18,0.5456974506378174,0.47649043798446655,1.0657484531402588,0.9926893711090088
19,0.5506352186203003,0.4855889678001404,1.0529786348342896,0.9782407283782959
20,0.5471910834312439,0.46892231702804565,1.0520695447921753,1.0060292482376099
21,0.549371600151062,0.4741348624229431,1.0471887588500977,0.9631039500236511
22,0.5449079275131226,0.4983074963092804,1.0544410943984985,0.9939956665039062
23,0.5472272634506226,0.4657033681869507,1.0447537899017334,0.9815342426300049
24,0.5521759986877441,0.4549539387226105,1.0379592180252075,0.9725846648216248
25,0.5548681020736694,0.503705620765686,1.034945011138916,0.9873205423355103
26,0.553777813911438,0.458591103553772,1.0383713245391846,1.0324851274490356
27,0.5533832311630249,0.46542292833328247,1.0359903573989868,0.9933698177337646
28,0.5520229339599609,0.46422079205513,1.034061074256897,0.9370110034942627
29,0.5511213541030884,0.44066351652145386,1.038045048713684,1.029232144355774
30,0.5532647371292114,0.4498366117477417,1.0254372358322144,1.0358649492263794
31,0.5582090020179749,0.4687648117542267,1.022201657295227,0.9548351764678955
32,0.5597147941589355,0.46162140369415283,1.0217875242233276,1.0034143924713135
33,0.5584135055541992,0.4704535901546478,1.0208369493484497,1.048900842666626
34,0.5569146275520325,0.4740259647369385,1.0266838073730469,1.0014901161193848
35,0.5591901540756226,0.4839153289794922,1.0179110765457153,1.0133191347122192
36,0.559486985206604,0.45928478240966797,1.0206692218780518,1.029379963874817
37,0.5601994395256042,0.4934759736061096,1.013418436050415,1.028014898300171
38,0.5568142533302307,0.4780685603618622,1.025930643081665,1.0042650699615479
39,0.5595205426216125,0.5002179145812988,1.0121101140975952,0.9826446175575256
40,0.5613533854484558,0.43111562728881836,1.0143975019454956,1.0162913799285889
41,0.5642208456993103,0.46666544675827026,1.009217381477356,1.0209126472473145
42,0.5636053085327148,0.4502955377101898,1.0048632621765137,1.0517560243606567
43,0.5636247396469116,0.46467503905296326,1.0099294185638428,1.0125715732574463
44,0.5655132532119751,0.4721906781196594,1.0030606985092163,1.0312459468841553
45,0.5611146688461304,0.44930070638656616,1.0036364793777466,1.01839280128479
46,0.5668209195137024,0.507163405418396,0.9993277192115784,1.0269402265548706
47,0.5690612196922302,0.452400267124176,0.9926563501358032,1.0714375972747803
48,0.5682258605957031,0.4508509635925293,0.9887555837631226,1.0310776233673096
49,0.5650551319122314,0.4245036840438843,0.9983302354812622,1.0613007545471191
50,0.5676892399787903,0.45917749404907227,0.9979972839355469,1.0765868425369263
51,0.5678117275238037,0.45407068729400635,0.9926266670227051,1.0843859910964966
52,0.5646337270736694,0.4744059443473816,1.0007814168930054,1.079021692276001
53,0.5676488876342773,0.48817306756973267,0.9898321032524109,1.1515922546386719
54,0.5696761608123779,0.46262872219085693,0.987240731716156,1.0629806518554688
55,0.5707358717918396,0.47078514099121094,0.9897362589836121,1.0949921607971191
56,0.5729854106903076,0.48057806491851807,0.9836325645446777,1.0667637586593628
57,0.5677542686462402,0.5097314119338989,0.9891662001609802,1.0730602741241455
58,0.5658621788024902,0.5703692436218262,0.9836739301681519,1.0743556022644043
59,0.5672585368156433,0.5365877151489258,0.9889105558395386,1.0796470642089844
