epoch,train_tweets_f_score,val_tweets_f_score
1,0.3311625560847581,0.32965074839629366
2,0.4183012684752152,0.4635876306928939
3,0.41228439643349185,0.4173446327683616
4,0.47041027683929515,0.4600076798538752
5,0.47319810063393897,0.501929347826087
6,0.48598196285189804,0.4635460710226813
7,0.4838954673396326,0.46911164057181753
8,0.5134285468813204,0.5140350877192983
9,0.5219989705006989,0.5570512820512821
10,0.5243361517611314,0.5059870550161811
11,0.5254968866459795,0.527940819791414
12,0.5520602051011474,0.5303770292615635
13,0.5286884770492624,0.578443396226415
14,0.539237229121793,0.5147721250662427
15,0.5540015481785225,0.5659329140461216
16,0.5524858432982619,0.5075428957007904
17,0.5675237243260534,0.5314609394798074
18,0.5782955712758475,0.5271645021645022
19,0.5548666272535108,0.5706948188080263
20,0.5751497549358165,0.5030801209372638
21,0.5891587523235232,0.5662203225836976
22,0.604713682083374,0.5526101486980983
23,0.5813617336149692,0.5173767752715122
24,0.5825517911548892,0.5547619047619048
25,0.6302566310179367,0.5241316538332775
26,0.6146254430269816,0.5097353603603604
27,0.6111361676053799,0.5608375985903675
28,0.5856890252808488,0.54445454673602
29,0.6449387965415674,0.5027606340249613
30,0.6212973147576165,0.5848943696490425
31,0.6280360422160025,0.5733453214377188
32,0.6569107358134134,0.5201149425287356
33,0.6540484992113346,0.5674374152176593
34,0.6548184442357783,0.554384422687994
35,0.6454552357865587,0.5253715375038904
36,0.649851028122281,0.5702181417031422
37,0.6555237273802901,0.5987556561085973
38,0.658709863297871,0.5474874043054374
39,0.6663543297495678,0.5640512265512265
40,0.6696928100876671,0.5990569121637083
41,0.6691817945560782,0.5813447406391599
42,0.6545219152327711,0.5363425925925925
43,0.6579709462588568,0.5750089031339032
44,0.6817351667679213,0.5480392156862745
45,0.6747959919690827,0.5852483049294483
46,0.6845834805998852,0.5790457478537974
47,0.6829101542830667,0.5061355311355311
48,0.6899435283995743,0.5489870274652884
49,0.6683835348743811,0.5437061087061086
50,0.6767154830230661,0.5360515828257764
51,0.6946544323263475,0.5104505069791867
52,0.6855632778513644,0.5404773916427634
53,0.7073456495886185,0.5510281385281385
54,0.6945975331707264,0.5158310065295179
55,0.7017487581389235,0.5853927625772286
56,0.6971127867868917,0.5478557874762808
57,0.7111707588380606,0.530218948642922
58,0.6929374876071189,0.5161864386903087
59,0.7042753589720581,0.5635725881261595
60,0.7144364006091521,0.5839279919468598
61,0.709900466658897,0.5821287485891447
62,0.7131329896947325,0.5342022441160372
63,0.7169681342338224,0.5758699876346935
64,0.7133619487259169,0.5137817860590755
65,0.7128830099768173,0.4801167009904874
66,0.7119059668024388,0.529722797671895
67,0.7216006097646266,0.5574162679425838
68,0.7153103513506436,0.5562850140056023
69,0.7289698791653905,0.47189234184239726
70,0.7314211001222326,0.5050845972588847
71,0.7298158660642545,0.5575787284610814
72,0.7340005654526928,0.524812174506958
73,0.7274710162923119,0.5756150110275235
74,0.7279768849561139,0.48368983957219247
75,0.7368494838403055,0.5071525465532125
76,0.7389497654610743,0.5900767543859649
77,0.7296672566791624,0.5496791415012942
78,0.7321359804027578,0.5031676838128452
79,0.7288058272240874,0.47193639178159297
80,0.7393898147904167,0.5338375350140057
81,0.7526383898977167,0.5168388565376151
82,0.7493380386654294,0.509068957771788
83,0.7502816724712256,0.5768355406969268
84,0.7532808935590468,0.5400176751267646
85,0.7616192515820133,0.48417075163398693
86,0.7510291165232503,0.5803732303732303
87,0.7654744854470261,0.5067748917748918
88,0.7631914097215975,0.5310809967551376
89,0.7574770126268613,0.5390964662809322
90,0.7677324293070333,0.45750083959802634
91,0.7599297668202347,0.5320323097792575
92,0.7607244833889611,0.5223980458793543
93,0.7658765733664282,0.5244160455055684
94,0.7702908201095411,0.5738723324381299
95,0.7755945948539293,0.49503455228245147
96,0.7609419801404822,0.4927429636167501
97,0.7691041135977793,0.5071174233326297
98,0.7799990914860337,0.5327107103422892
99,0.7762067143852027,0.5489282505455012
100,0.7722696245523345,0.5120236773954865
