epoch,train_tweets_f_score,val_tweets_f_score
1,0.42742306729978935,0.38710877304851476
2,0.4486049732742463,0.42062130741376025
3,0.45776851006452907,0.44994658119658115
4,0.47664112870959097,0.4566940987555199
5,0.4937184800067018,0.45902613938508774
6,0.5049388722571287,0.47914501868562576
7,0.5093651459441902,0.47223488517864265
8,0.5225983657331145,0.4975056689342403
9,0.5244778076290961,0.48909152313407633
10,0.5231291937579697,0.5069705811871837
11,0.5217520966976853,0.5066497929130235
12,0.5225629154378406,0.48435948361469716
13,0.5359553144736221,0.504975952645209
14,0.5354225174534857,0.5094981238273921
15,0.5446439437481035,0.5036547388738222
16,0.5462000436751728,0.5000276453106641
17,0.5428995398095973,0.5058055152394775
18,0.5494321198897779,0.489982749157061
19,0.5616611889784682,0.5404412745856797
20,0.5617221832887169,0.5105224963715529
21,0.5535598915323754,0.5047895500725689
22,0.5612642144679476,0.5483792936623126
23,0.5633112024905684,0.5589935580387129
24,0.568119549732294,0.5430798512973289
25,0.558170618103365,0.5373469049983449
26,0.5666804730533699,0.5483792936623126
27,0.5755270952994554,0.585596122141277
28,0.5697135506983751,0.5745263921778321
29,0.5703480187808188,0.5745263921778321
30,0.5671204699209083,0.6000922865517762
31,0.5719932440374854,0.5474358974358975
32,0.5705411746283868,0.600943396226415
33,0.5730483284695751,0.596660630488541
34,0.5714701034301375,0.6067065906201665
35,0.5755768101551926,0.6067065906201665
36,0.5752287619668817,0.585596122141277
37,0.5734616489033146,0.5899888392322541
38,0.5818514048823484,0.5917586697042273
39,0.5724126103070154,0.598621171088656
40,0.5755192236895494,0.56813600091902
41,0.5767262704502121,0.5899888392322541
42,0.5772741420392358,0.5822480680971247
43,0.5767174475464782,0.6076489300173511
44,0.5756066990283928,0.5899888392322541
45,0.5869717416825473,0.5917586697042273
46,0.5834948552585579,0.5899888392322541
47,0.5810342695210831,0.6056442509272697
48,0.576360148439902,0.598621171088656
49,0.584366294877763,0.598621171088656
50,0.5863650801656433,0.598621171088656
51,0.5831866692420716,0.596660630488541
52,0.5832858131659593,0.596660630488541
53,0.5830905140870819,0.6056442509272697
54,0.5866659556808835,0.6044178794178794
55,0.5892476374927731,0.598621171088656
56,0.5816415520821139,0.598621171088656
57,0.583155124633966,0.598621171088656
58,0.5931983037410343,0.596660630488541
59,0.5919394521831118,0.5899888392322541
60,0.5929797981049958,0.5899888392322541
61,0.5887507867488994,0.5841737891737893
62,0.5912700402802682,0.598621171088656
63,0.5839295479565807,0.5861860533687159
64,0.5872792503384379,0.5841737891737893
65,0.597401904420809,0.5899888392322541
66,0.5987995097383652,0.5899888392322541
67,0.6006084486533332,0.5899888392322541
68,0.59543894437623,0.5917586697042273
69,0.5982589315078526,0.5917586697042273
70,0.5997971089949721,0.598621171088656
71,0.5985451681230456,0.5984318141180223
72,0.5960953691279869,0.5942822966507177
73,0.5984658447070293,0.5917586697042273
74,0.5939450717586217,0.6001640514928686
75,0.6014326055971932,0.5807190372520561
76,0.6004803676640516,0.5899888392322541
77,0.5993582449173944,0.5899888392322541
78,0.5986020695294585,0.586612588145607
79,0.6036471531257429,0.586612588145607
80,0.6145407886359775,0.5816071428571428
81,0.6073326581793773,0.5841737891737893
82,0.6085706420132309,0.6006983990177268
83,0.603366575527284,0.5919542085126734
84,0.6082628413141168,0.6006983990177268
85,0.6140868209453241,0.5941330800612927
86,0.6078155215068141,0.6012240104928714
87,0.6114744799204134,0.5763286255096098
88,0.6170889047575816,0.6059629096393803
89,0.5991866935409444,0.5800961538461538
90,0.6108960225803526,0.5787121922792654
91,0.6063754657120233,0.6098030018761726
92,0.6086853673532933,0.6065532194605636
93,0.612713632682161,0.6005226988458696
94,0.6137545250261451,0.6202421693885234
95,0.6175323243672264,0.6132949114605191
96,0.6075635666579374,0.5978773584905661
97,0.6184803983111012,0.6084307548907306
98,0.6214244780578249,0.6179390102615029
99,0.6185637749027226,0.5961611889446943
100,0.6203557890698888,0.5884091996000174
