epoch,train_tweets_f_score,test_tweets_f_scores
1,0.5348947294921417,0.41432641432641437
2,0.5290467337864045,0.42628205128205127
3,0.5637043221924596,0.5017768756248019
4,0.5644676321679575,0.45880928678691346
5,0.5532886049615268,0.45480274442538593
6,0.5725203315483404,0.47460222383451167
7,0.5845799730661848,0.4444444444444444
8,0.5606049938391422,0.45650773195876293
9,0.5767882728949016,0.4611857707509881
10,0.6030316613344546,0.5074497032855695
11,0.5830087940683302,0.4516726403823178
12,0.5965869788137874,0.4622292103424178
13,0.6017194488592766,0.4643893963771103
14,0.5908470827578003,0.44723969252271134
15,0.6091534609671042,0.46005056110494513
16,0.596177375160719,0.4647731182384648
17,0.6108924017309509,0.4679619307810207
18,0.6292314409018807,0.5101470294291279
19,0.5990805816778302,0.4526539120077421
20,0.6106702443762734,0.46875716140860135
21,0.6287680086948493,0.48793973322275214
22,0.6393545607397213,0.48945780292314944
23,0.6372665753918991,0.5191117191636133
24,0.6396324009324417,0.5138094121325829
25,0.6504092246134292,0.5005057662650194
26,0.6410817360815138,0.5077485014985015
27,0.6402237104236259,0.4716624142330105
28,0.6513058481178888,0.47389108476065
29,0.6612772483810646,0.5511651469098278
30,0.667584658046691,0.5015337030518072
31,0.6530511631414406,0.4881868131868132
32,0.6583895463523807,0.5219108634956154
33,0.67150939378975,0.49994958225295305
34,0.6790420192895807,0.5327911362564828
35,0.6662944555087401,0.4949023199023199
36,0.6481554567260543,0.4423130560901459
37,0.6620437641947725,0.529224924012158
38,0.6470166910313273,0.4588026700041719
39,0.6905254093510493,0.5227187465519144
40,0.6684267797662853,0.4856545354756904
41,0.6755424765475577,0.48158172576777225
42,0.6728313794500401,0.5131154156577885
43,0.678160762376835,0.48795995670995673
44,0.678928998538712,0.47785022579632447
45,0.6985040657966192,0.5446062295886096
46,0.6893861244209096,0.4668665524462212
47,0.692215444159232,0.4889583333333334
48,0.686645190240061,0.49963585434173674
49,0.7049895948702739,0.5232709750566893
50,0.6903787485385788,0.5018558981293263
51,0.7069766785889449,0.5159196802880722
52,0.7006057234475054,0.5425518925518926
53,0.7206602304804516,0.5316126450580232
54,0.7207080106263694,0.5398279376075023
55,0.7144549866770787,0.507050593516759
56,0.7065030696980167,0.432311320754717
57,0.7122719902003976,0.49249648511522703
58,0.721183583309984,0.45835364692881647
59,0.7198169231478079,0.5177456723203357
60,0.733291003069745,0.5245539344376553
61,0.7051927650456358,0.5064661654135338
62,0.7051292080614788,0.49658006362672313
63,0.7397794379159375,0.4812434241989479
64,0.7441759701804522,0.4996763808498227
65,0.725003012406281,0.4616305665499306
66,0.7256338000011374,0.5142829968629359
67,0.7431130813720372,0.44722222222222224
68,0.7420838260007304,0.5215797430083144
69,0.7471972116183836,0.517100916453538
70,0.7485157333685675,0.5022009609775567
71,0.7367048033007036,0.5395723841376016
72,0.7603318581374109,0.5077352749610483
73,0.7625786092643542,0.5004965243296922
74,0.7619314959160722,0.5257751562163328
75,0.7540288910147358,0.5235662962467087
76,0.7541645674735593,0.5000023768099408
77,0.7521625020247593,0.5534365203761755
78,0.7602722317220163,0.48761130468447544
79,0.7529151744099498,0.47569198807210467
80,0.7759860082039564,0.47872775372775367
81,0.776418180202242,0.5112141065599469
82,0.7666455440562556,0.5352405635300372
83,0.7620150619937707,0.4931278961169582
84,0.7819803454605915,0.4847263071895425
85,0.7837028915880666,0.5122549019607843
86,0.7638713755149753,0.5157652507557554
87,0.7837111460605832,0.4676311382571415
88,0.7698756098116307,0.5243119340759559
89,0.7721954282635994,0.4570075757575757
90,0.7858338461663054,0.49896384886242906
91,0.777890238806489,0.4661606578115117
92,0.7658766073950296,0.4898123923987821
93,0.7742591722940118,0.5016210229965381
94,0.787894742095492,0.45423429845726404
95,0.7909012325956164,0.4822997083778755
96,0.7951966828964818,0.49207547169811316
97,0.7891430974010615,0.44065334192993766
98,0.7898379752543232,0.5041267795778106
99,0.7890931244625976,0.5087179852342867
100,0.7886431215566355,0.5218253968253967
101,0.8032931024885681,0.5506399529508774
102,0.8063203670487225,0.5325204686617729
103,0.7942977039715232,0.445018115942029
104,0.8058568082973838,0.5070436507936508
105,0.8132680504401769,0.4441695366477212
106,0.8144926739060667,0.528298528713811
107,0.7975110794647671,0.4917905228186745
108,0.8026530570756152,0.4485284631511046
109,0.8089271071366344,0.4347938144329897
110,0.8143174151449375,0.5013516049081039
111,0.8233387379325136,0.4733194593626924
112,0.8228877832130586,0.484393115942029
113,0.7981355358775578,0.5424450374888804
114,0.815990885660002,0.5009210526315789
115,0.8123928250218461,0.5470040509119093
116,0.8314887728511234,0.5391195162784649
117,0.8291655044241751,0.5144764957264957
118,0.8244979830547693,0.5167368549840375
119,0.8218218756922638,0.5334837803225285
120,0.832114851984286,0.5121336996336996
121,0.8379475755525913,0.5045477114742258
122,0.8393262801268097,0.5337481146304676
123,0.8384776672547043,0.5270731042007637
124,0.8304057810548234,0.5019382791121921
125,0.8348483527676325,0.5167260706317679
126,0.8496010465197817,0.5148177884829832
127,0.8347705318722841,0.555798319327731
128,0.8331119793312328,0.49143052976496465
129,0.8279960726340819,0.47244422244422246
130,0.835622850108067,0.5309266444937176
131,0.8261190985330575,0.448607084883374
132,0.8432225465919669,0.4930683794995317
133,0.8453571001136065,0.4795599762861471
134,0.8330939643662074,0.4988748562425182
135,0.8331050234258,0.4734093379619889
136,0.8562073118088085,0.5096806904580014
137,0.8489121672024209,0.5400835866261398
138,0.8533358200825761,0.5341405048851857
139,0.8548184715707027,0.5327007021365138
140,0.8509164721911637,0.5219538743879514
141,0.855022139411761,0.49042922880238315
142,0.8489534525264796,0.43665306322279224
143,0.857898878625474,0.509858680314231
144,0.8598732209971338,0.5134445497267445
145,0.8559151856287925,0.4601840736294518
146,0.8580614290126879,0.4359519912711402
147,0.8668724787625535,0.48475435117867366
148,0.8671604210183477,0.5218702865761689
149,0.8630984442469053,0.532005139220008
150,0.8630577882117506,0.5089572285083539
151,0.8426886407097545,0.5152870602432005
152,0.8672906190734022,0.4515602836879432
153,0.8516888281126674,0.4914742304172588
154,0.8262049285063325,0.42616204735262037
155,0.8402932413938997,0.5029958854405819
156,0.873844534136514,0.5136185702351116
157,0.8768562670723089,0.464614944419106
158,0.8602173826499346,0.4909676500708179
159,0.8694745280088927,0.4947802646284444
160,0.8694183209686885,0.4154097260751197
161,0.8765465976711666,0.43689982145442263
162,0.8726304402296499,0.5093255529329487
163,0.8694754583109283,0.4562182948780886
164,0.8414527862410885,0.4842000354358611
165,0.859893853140947,0.5114678531345198
166,0.8862205214447082,0.5348731165741475
167,0.8780331050645631,0.49822695035460984
168,0.8704834863322461,0.49183122114156597
169,0.873177363247488,0.44727891156462585
170,0.8689438120864368,0.4768991749705347
171,0.8940672997718022,0.5085456009369053
172,0.8926698946090955,0.4856765574850681
173,0.8751906279244679,0.4925091985282355
174,0.8792834887634489,0.4563712833279623
175,0.8740110303377955,0.48036980749746705
176,0.8883091692076814,0.5168103657613339
177,0.8934485003494909,0.49159760123980867
