epoch,train_tweets_f_score,val_tweets_f_score
1,0.21180659055271595,0.25656108597285066
2,0.19596841626101288,0.262015503875969
3,0.2091463829269054,0.2883645765998707
4,0.24535816238268282,0.30488448844884486
5,0.2588552415349932,0.31024258760107815
6,0.2639858876672275,0.3221024258760108
7,0.2685508553595062,0.3271705268860896
8,0.2748458023356634,0.3276143790849674
9,0.2809988270331247,0.32815281391209095
10,0.28269515217682123,0.3295218295218295
11,0.28888130061129724,0.3363636363636364
12,0.2901977285926242,0.3363636363636364
13,0.2994921821911353,0.3312965304115746
14,0.2952819273111168,0.3363636363636364
15,0.2992160903920118,0.33035714285714285
16,0.30309783341671537,0.33035714285714285
17,0.3046026931133754,0.3233600224750667
18,0.30694211139779454,0.32427843803056033
19,0.31419909300644533,0.32965074839629366
20,0.3175580272976649,0.32965074839629366
21,0.31964574645350463,0.32866440294284105
22,0.32370272422362245,0.32866440294284105
23,0.3298614752625305,0.33074712643678156
24,0.33340636566687526,0.33074712643678156
25,0.34431330732558574,0.32965074839629366
26,0.3459427446634329,0.32965074839629366
27,0.3454207063754363,0.33074712643678156
28,0.35248058651357506,0.3539035741365336
29,0.3615553049240016,0.3539035741365336
30,0.36365773417896163,0.36046835981084957
31,0.3678518425494215,0.3593214756258234
32,0.3725790502004812,0.3529442296213635
33,0.3876080210860088,0.39690476190476187
34,0.3806226669952354,0.36600755566272813
35,0.38517733081712446,0.3814159292035398
36,0.3928906147949922,0.38250817722271785
37,0.3904274466774764,0.3814159292035398
38,0.3998456295390108,0.38479020979020984
39,0.39630781223999134,0.3711138014527845
40,0.39688473955939485,0.3904148607538438
41,0.40216656448341237,0.3982311548101022
42,0.4006056984179881,0.3972806854162787
43,0.40036891100010097,0.3846708463949844
44,0.40989520197559526,0.3904148607538438
45,0.41035726281022333,0.39143615005683974
46,0.415182224821689,0.40393736698084526
47,0.4085134225240348,0.3970029737379528
48,0.41443486297574744,0.3982311548101022
49,0.41168376589144307,0.40393736698084526
50,0.4142610324966708,0.40393736698084526
51,0.41452740797617676,0.40393736698084526
52,0.4151993480403364,0.40393736698084526
53,0.41676429934517906,0.40393736698084526
54,0.42386545058375547,0.4150045252018936
55,0.4199727753870879,0.4162042889918996
56,0.4175547174763389,0.3982311548101022
57,0.4253302192306764,0.4219209640262272
58,0.43056232811710327,0.4219209640262272
59,0.43007190985459987,0.4219209640262272
60,0.4247950132169922,0.4219209640262272
61,0.4294554562619513,0.4219209640262272
62,0.4319728934927204,0.4162042889918996
63,0.4301239647895252,0.4155378164812127
64,0.4307466979350886,0.4219209640262272
65,0.431961591889289,0.43876278588667966
66,0.428779454959058,0.43876278588667966
67,0.4363874977004113,0.43354056724258416
68,0.4302110208981115,0.4219209640262272
69,0.4375836098013681,0.4219209640262272
70,0.43675979708355706,0.4219209640262272
71,0.4361876889063251,0.4219209640262272
72,0.4456070898922371,0.43354056724258416
73,0.44484050557783705,0.43354056724258416
74,0.44305171561180856,0.42769726247987117
75,0.43736035919131844,0.43354056724258416
76,0.446830428715572,0.4219209640262272
77,0.44677256764403317,0.4219209640262272
78,0.44732809093008025,0.42769726247987117
79,0.44979006818587186,0.46038042925439937
80,0.4460140633736434,0.42769726247987117
81,0.45122907473853524,0.41912636691397753
82,0.44773902610840716,0.42769726247987117
83,0.45192948592640003,0.43354056724258416
84,0.455438204290281,0.4308419165679215
85,0.45629407850187753,0.4504013828665182
86,0.45189512551066013,0.43354056724258416
87,0.450920214553141,0.4504013828665182
88,0.45511597246567304,0.4504013828665182
89,0.4555242170812255,0.4504013828665182
90,0.4564842744972133,0.4504013828665182
91,0.4518885002223205,0.4504013828665182
92,0.4512882491831419,0.4504013828665182
93,0.460003429974408,0.4504013828665182
94,0.463104200552538,0.4504013828665182
95,0.4553944002461374,0.4504013828665182
96,0.4546863696902562,0.4504013828665182
97,0.45634168656590635,0.4504013828665182
98,0.45802850325506844,0.43354056724258416
99,0.4566374041150947,0.4504013828665182
100,0.4606408737887385,0.4504013828665182
