epoch,train_tweets_f_score,test_tweets_f_scores,train_loss,val_loss
1,0.34987664222717285,0.44093191623687744,1.4365142583847046,1.0766985416412354
2,0.4460376501083374,0.43437254428863525,1.260425329208374,1.0376607179641724
3,0.4658743441104889,0.4308556318283081,1.2051209211349487,1.0309557914733887
4,0.4836042523384094,0.41223639249801636,1.1766945123672485,1.0127732753753662
5,0.49626076221466064,0.415716290473938,1.1556618213653564,1.0100446939468384
6,0.5053510069847107,0.43798330426216125,1.140716314315796,1.0271978378295898
7,0.5139360427856445,0.41494840383529663,1.1280100345611572,0.9943745136260986
8,0.5223875641822815,0.4243197441101074,1.117438793182373,1.0011178255081177
9,0.5259268283843994,0.4182773232460022,1.108696460723877,0.9930709004402161
10,0.531711757183075,0.43070918321609497,1.1016660928726196,0.9845428466796875
11,0.5348493456840515,0.426896870136261,1.0948504209518433,0.9852204918861389
12,0.5403064489364624,0.4334673285484314,1.0876712799072266,0.9853851795196533
13,0.5428749918937683,0.43980246782302856,1.0811415910720825,0.9819602370262146
14,0.5471677780151367,0.43246763944625854,1.0776149034500122,1.006474256515503
15,0.5486331582069397,0.4334673285484314,1.0716922283172607,0.9879491329193115
16,0.5514476299285889,0.42766955494880676,1.0674408674240112,0.9803921580314636
17,0.5539886951446533,0.4410370886325836,1.0629932880401611,0.9833722710609436
18,0.5523481369018555,0.43070918321609497,1.0595169067382812,0.9811592102050781
19,0.5571218729019165,0.42958900332450867,1.054770827293396,0.9715580344200134
20,0.5595644116401672,0.43104246258735657,1.051182746887207,0.986899733543396
21,0.5582573413848877,0.44090867042541504,1.0465118885040283,0.9866902232170105
22,0.5601654052734375,0.4551790654659271,1.044953465461731,0.9853874444961548
23,0.565796971321106,0.4382213354110718,1.039661169052124,0.9810419678688049
24,0.5631592869758606,0.43586379289627075,1.038522481918335,0.9734268188476562
25,0.5648272037506104,0.4499362111091614,1.0349143743515015,0.9863627552986145
26,0.5669312477111816,0.456065833568573,1.031308650970459,0.9714192748069763
27,0.5694146752357483,0.43586379289627075,1.02731192111969,0.9734407663345337
28,0.5713704228401184,0.4439675211906433,1.024613618850708,0.9718033075332642
29,0.5701303482055664,0.43020832538604736,1.0221370458602905,0.9659372568130493
30,0.5712203979492188,0.4560362696647644,1.020451545715332,0.9763739705085754
31,0.5739315748214722,0.44255340099334717,1.0167574882507324,0.972356379032135
32,0.5739806294441223,0.43432414531707764,1.0135489702224731,0.9731059670448303
33,0.5765177607536316,0.43586379289627075,1.0111300945281982,0.9618412852287292
34,0.5761702060699463,0.42717307806015015,1.0086344480514526,0.9628461599349976
35,0.5768918395042419,0.42437344789505005,1.0066179037094116,0.9614032506942749
36,0.5778481960296631,0.4486379623413086,1.0047324895858765,0.9663136005401611
37,0.5805966258049011,0.43882977962493896,1.0010219812393188,0.9619374871253967
38,0.5810656547546387,0.4588228464126587,0.9988234043121338,0.9658920764923096
39,0.5826438665390015,0.43759965896606445,0.9968755841255188,0.9595250487327576
40,0.5828187465667725,0.4298245310783386,0.9938153028488159,0.9580280780792236
41,0.5830666422843933,0.43759965896606445,0.9920534491539001,0.9549663066864014
42,0.5851480960845947,0.44914716482162476,0.9892892241477966,0.9666098952293396
43,0.5859358310699463,0.4744098484516144,0.9867740869522095,0.9736394286155701
44,0.5847376585006714,0.4441489279270172,0.9858648180961609,0.9530653357505798
45,0.588731586933136,0.4385247826576233,0.9826292395591736,0.9539753198623657
46,0.5883756875991821,0.45453888177871704,0.9809232950210571,0.9586243033409119
47,0.5888664722442627,0.4484694004058838,0.9784467220306396,0.96059650182724
48,0.5893723964691162,0.4484694004058838,0.9761792421340942,0.9508146047592163
49,0.590220034122467,0.46110039949417114,0.9747062921524048,0.9554506540298462
50,0.5911628603935242,0.4570612907409668,0.9724327325820923,0.958163321018219
51,0.5924955606460571,0.44761765003204346,0.9704269766807556,0.9549557566642761
52,0.5908080339431763,0.4479849934577942,0.9685826897621155,0.9481891393661499
53,0.592105507850647,0.45564913749694824,0.9665935635566711,0.9657682776451111
54,0.5939881205558777,0.44619882106781006,0.9650472402572632,0.9535332322120667
55,0.5954293608665466,0.45564913749694824,0.9630423784255981,0.9597416520118713
56,0.5949003100395203,0.4496321678161621,0.959913432598114,0.9508088827133179
57,0.5956505537033081,0.4479849934577942,0.9589406251907349,0.9546073079109192
58,0.5972188115119934,0.4496321678161621,0.9560003876686096,0.9540091156959534
59,0.597087562084198,0.45662054419517517,0.9543753862380981,0.959224283695221
60,0.599479079246521,0.4496321678161621,0.9539376497268677,0.9494107961654663
61,0.596291184425354,0.44131946563720703,0.9523178339004517,0.9541592001914978
62,0.6003435850143433,0.45118123292922974,0.9497354030609131,0.9509705901145935
63,0.5993692874908447,0.44131946563720703,0.9476096630096436,0.9522413015365601
64,0.5998947620391846,0.4496321678161621,0.9473746418952942,0.9487633109092712
65,0.6024287939071655,0.44045209884643555,0.9446695446968079,0.9532535076141357
66,0.6019665598869324,0.44131946563720703,0.9423817992210388,0.9520473480224609
67,0.6022441387176514,0.44329193234443665,0.9405204057693481,0.9614559412002563
68,0.6027659177780151,0.44946807622909546,0.9398996233940125,0.9576954245567322
69,0.6028954386711121,0.43998855352401733,0.9368337988853455,0.9606396555900574
70,0.6025840044021606,0.4486379623413086,0.9359459280967712,0.9565302133560181
71,0.6052080988883972,0.4682995676994324,0.9333838224411011,0.9574145078659058
72,0.6045299768447876,0.45730355381965637,0.93253093957901,0.9528436064720154
73,0.6051766872406006,0.4569135904312134,0.9301245808601379,0.9464158415794373
74,0.6069257259368896,0.45839667320251465,0.9292036890983582,0.9587234854698181
75,0.6068958044052124,0.44045209884643555,0.9274284839630127,0.9491668343544006
76,0.6069441437721252,0.45261672139167786,0.9248709678649902,0.9568256735801697
77,0.6082503199577332,0.44045209884643555,0.9253849387168884,0.9481419324874878
78,0.6073213815689087,0.4410370886325836,0.9242252111434937,0.9532945156097412
79,0.608981728553772,0.46536797285079956,0.9207091927528381,0.9417213797569275
80,0.6099410057067871,0.4576073884963989,0.9189303517341614,0.9625120162963867
81,0.6090201735496521,0.45091119408607483,0.918306291103363,0.9517187476158142
82,0.6106427311897278,0.4670100808143616,0.9168064594268799,0.9670283794403076
83,0.6104122400283813,0.44989311695098877,0.9146323800086975,0.9515867233276367
84,0.610898494720459,0.4611658751964569,0.9127742052078247,0.9517819881439209
85,0.6124511957168579,0.4611658751964569,0.911283552646637,0.9497207999229431
86,0.6127135753631592,0.4517589509487152,0.9097146391868591,0.9511679410934448
87,0.6138079166412354,0.45091119408607483,0.9087213277816772,0.9531294107437134
88,0.6120182275772095,0.449707567691803,0.9070624709129333,0.9489691257476807
89,0.6145862340927124,0.46882307529449463,0.9050781726837158,0.9647732377052307
90,0.6136736869812012,0.44072020053863525,0.9040370583534241,0.9512799382209778
91,0.6143116354942322,0.44433465600013733,0.9031116962432861,0.9466790556907654
92,0.6157732605934143,0.45829957723617554,0.9019973278045654,0.9679151773452759
93,0.6160907745361328,0.4541184902191162,0.899535059928894,0.9622255563735962
