epoch,train_tweets_f_score,val_tweets_f_score,train_loss,val_loss
1,0.28630893879202834,0.33525658289999793,1.9666345119476318,1.301615595817566
2,0.3258880505497703,0.33441690369768384,1.7920645475387573,1.177139163017273
3,0.32865293242042315,0.33721413721413723,1.701613187789917,1.109242558479309
4,0.3583576278895069,0.3506258234519104,1.6548000574111938,1.0695173740386963
5,0.3887161667538603,0.3561822297083903,1.60390043258667,1.033939003944397
6,0.40116182296348085,0.3850574712643678,1.5809376239776611,1.0091173648834229
7,0.40335905636831043,0.3890056022408963,1.5576757192611694,1.0049036741256714
8,0.4172748565157095,0.3922144522144523,1.5283981561660767,1.001375436782837
9,0.4327041956685986,0.39048358966228003,1.5135384798049927,0.9817200899124146
10,0.43798789569400765,0.39960591133004925,1.512485384941101,0.9867279529571533
11,0.47817255847354134,0.43535337852990386,1.5017353296279907,0.9751189351081848
12,0.49775122474998723,0.4574701229325754,1.4909899234771729,0.9574111700057983
13,0.48858418113373975,0.43856107660455484,1.4745880365371704,0.9645237326622009
14,0.495459957541903,0.4154859153232608,1.4721531867980957,0.9675933122634888
15,0.48251193781798285,0.39603576787778894,1.4690240621566772,0.9671059250831604
16,0.4913909216984276,0.4371326042378674,1.4580423831939697,0.959760308265686
17,0.5209104719907856,0.4865792990792991,1.442605972290039,0.9514182209968567
18,0.5172932335464172,0.46917404129793505,1.4512598514556885,0.9366244077682495
19,0.5122296045086747,0.4219209640262272,1.434794306755066,0.9622359871864319
20,0.5369384262925014,0.45225464190981435,1.4348698854446411,0.9449630379676819
21,0.5135223959736185,0.40027305601338214,1.428080439567566,0.9657300114631653
22,0.5543959950772273,0.47888361638361643,1.4236828088760376,0.9505969285964966
23,0.5356569306433805,0.41821211632532385,1.4235947132110596,0.955707848072052
24,0.5685659177351687,0.45386633606273785,1.4079985618591309,0.9391788840293884
25,0.5544921382044228,0.43661959451541077,1.4006602764129639,0.9521758556365967
26,0.5765988870397146,0.45386633606273785,1.4033180475234985,0.9378578662872314
27,0.5862719848638838,0.45225464190981435,1.400904655456543,0.9345040917396545
28,0.5614631494766156,0.45225464190981435,1.3936623334884644,0.9457444548606873
29,0.6001159646834614,0.4687246963562753,1.3873940706253052,0.9305909872055054
30,0.6097091293027337,0.4649612554960602,1.3815680742263794,0.9208983182907104
31,0.5947973827627229,0.45225464190981435,1.3777703046798706,0.9379501938819885
32,0.5942866975354799,0.4350079003624872,1.3781205415725708,0.9400162100791931
33,0.5838486138029222,0.44100413911734665,1.372357726097107,0.9421358704566956
34,0.6139958491274541,0.49638047138047137,1.3690181970596313,0.9181553721427917
35,0.6146342163253293,0.4504180602006689,1.3665759563446045,0.925770103931427
36,0.6103760712052668,0.4602595680181887,1.3626347780227661,0.9342034459114075
37,0.6296107392213087,0.4884648080024949,1.3527400493621826,0.9227681756019592
38,0.6265978388743481,0.4586385836385836,1.3474324941635132,0.9243824481964111
39,0.6065060829138551,0.44100413911734665,1.3473058938980103,0.9472488760948181
40,0.6321789934268712,0.5445649755229194,1.3447474241256714,0.9220765829086304
41,0.634494987897325,0.4870032725572697,1.3442586660385132,0.9184027314186096
42,0.6392477904883627,0.5427821460149046,1.3289766311645508,0.9261902570724487
43,0.6263059610635362,0.475498712998713,1.3258546590805054,0.9214754104614258
44,0.633458369998916,0.4714325529542921,1.3258157968521118,0.9183347225189209
45,0.6443367763958803,0.5516002525436488,1.3298637866973877,0.9227944612503052
46,0.6193676849586093,0.4212858220211162,1.3262875080108643,0.9501345753669739
47,0.6312341815890313,0.4714325529542921,1.3249775171279907,0.9213132858276367
48,0.6393090810499882,0.5088552303154072,1.3129264116287231,0.9309062957763672
49,0.6389761399579071,0.4713676212741087,1.313428521156311,0.9386638402938843
50,0.6376492687460735,0.47380636604774534,1.3109281063079834,0.9353857636451721
51,0.6437660192099897,0.5435210622710622,1.3106307983398438,0.9220228791236877
52,0.6439036556906728,0.4687246963562753,1.303290605545044,0.9259207248687744
53,0.6441119104564266,0.4687246963562753,1.2979388236999512,0.9198474884033203
54,0.6584633912215645,0.5516002525436488,1.3022009134292603,0.9149331450462341
55,0.6593017859886449,0.5456709956709956,1.2929233312606812,0.9086171388626099
56,0.659594902385164,0.5521825396825396,1.2925312519073486,0.9184483885765076
57,0.6711292480209886,0.5442884752314108,1.2796201705932617,0.9307078123092651
58,0.6812137767676802,0.5825712060525144,1.2864646911621094,0.9127740263938904
59,0.666796138157417,0.5088552303154072,1.2885996103286743,0.9100207686424255
60,0.6791749213322241,0.5967883227545431,1.2799121141433716,0.9075533747673035
61,0.6731912389008144,0.5516002525436488,1.274991512298584,0.9222962260246277
62,0.6756846709503357,0.5288507286794469,1.2710212469100952,0.908855676651001
63,0.6868421515591326,0.5435210622710622,1.2693374156951904,0.9288015961647034
64,0.6674664118178234,0.5359879584017515,1.2629811763763428,0.9239972233772278
65,0.6990737550453751,0.5435210622710622,1.2620606422424316,0.9138333201408386
