epoch,train_tweets_f_score,val_tweets_f_score
1,0.5246106323077906,0.45863552920641604
2,0.5124646770348609,0.4886248185776488
3,0.5399029449532408,0.4632978723404256
4,0.5514662865974702,0.4828921078921079
5,0.5871745770915316,0.4886383821821412
6,0.6020830213685409,0.5067352002835874
7,0.5963701346909503,0.4564144054435317
8,0.6115863083522591,0.49207792207792206
9,0.5826185823118218,0.46623185356616875
10,0.6123227931645577,0.47256325632563256
11,0.612107074039737,0.5789373889090521
12,0.6122447727263495,0.5610242698477992
13,0.626316553549684,0.5756663292847504
14,0.6173734220157971,0.5418505709266579
15,0.6411490963049562,0.566142026578073
16,0.6401102295452058,0.5866312056737588
17,0.6305069995655102,0.5877272727272727
18,0.652493573804352,0.5591212548849327
19,0.6222321059216704,0.5490429215910535
20,0.6564424352720138,0.5463383838383838
21,0.6579828118009152,0.5713461082107261
22,0.6484556773514418,0.5693910256410256
23,0.6628828002783081,0.578923139023051
24,0.6511915933236149,0.6135838950965001
25,0.6605552188752682,0.5474273439877487
26,0.6775893597915751,0.5655354449472096
27,0.6883441076486543,0.5804151891252955
28,0.6812346416370145,0.5859848484848484
29,0.6898970856856825,0.5817270531400967
30,0.6892559682863328,0.5716702696552509
31,0.6928854240014902,0.5766198678052782
32,0.6939735683392747,0.6081409196750741
33,0.6993432076536177,0.554310570381999
34,0.7049559388120852,0.5967003468053889
35,0.6994235106728951,0.5914673133304224
36,0.7088928537707546,0.6036513090084518
37,0.7133728685557873,0.5971118539029424
38,0.703049072699456,0.5819220430107527
39,0.7218914466662126,0.5654107763695106
40,0.7187487935905603,0.6115027829313544
41,0.6947940502774994,0.6439678207970891
42,0.7322312049418885,0.5851427316644708
43,0.730878039157108,0.5692138720170363
44,0.7136171157164016,0.5376133300661603
45,0.739274829294711,0.5924379546427043
46,0.7349217028884311,0.6221671185956901
47,0.7300667941031863,0.6084319425444596
48,0.7418748355513798,0.585204818361453
49,0.7381914917964032,0.6035956684206512
50,0.7331386079336982,0.5825760492876395
51,0.7534905806537743,0.57551802772391
52,0.7611104813956625,0.5585737117119922
53,0.744492299899672,0.5996937459703418
54,0.7651350713545156,0.6225171886936592
55,0.7526704071521378,0.5880118004648668
56,0.7775795775565058,0.6177089209667608
57,0.7663697633777345,0.5712050777757911
58,0.7575172441735329,0.5736532644972883
59,0.7516123938630237,0.5996937459703418
60,0.785991176724426,0.5916935179025339
61,0.7670698554279209,0.4865953750299544
62,0.7877390743367227,0.5621950182222213
63,0.7906736788161967,0.5719298245614035
64,0.78911855876455,0.6005137990155411
65,0.7912230394540829,0.5572312612988457
66,0.7915249611416061,0.5931478405315614
67,0.7938839906510448,0.5867761057911536
68,0.7652192139334537,0.5487446581196581
69,0.7877173363816989,0.5996486605182257
70,0.7992358730984939,0.5639868605595335
71,0.7999441935466871,0.5748558305537425
72,0.7982384221989193,0.5656740957252466
73,0.8155693869128359,0.5626769373600113
74,0.7967770450368298,0.597577276524645
75,0.8165702282100498,0.5576482525043256
76,0.8018762525569578,0.5518317655830295
77,0.8198425033783444,0.5881651951560767
78,0.8104523782372873,0.5905137990155411
79,0.8206429014269812,0.5919917257683215
80,0.8198596950192797,0.5907453890647167
81,0.826295370451743,0.6042344474021493
82,0.8081006426022872,0.6009095095556066
83,0.8269642255894822,0.6156741381272045
84,0.8123025260034897,0.6008838781839443
85,0.8278308512771749,0.5959574527485412
86,0.8287353994436283,0.5797874603693498
87,0.8174737486554557,0.49286821705426354
88,0.8274793948333112,0.6092574592877297
89,0.8185773556316911,0.6157240585741083
90,0.8279567616198972,0.5473601674712438
91,0.8357009424661083,0.6187081539933047
92,0.8135481275076898,0.6041687457586523
93,0.8274595895416639,0.5809623356203545
94,0.8459237708727443,0.6038638940424654
95,0.850230755699625,0.5541284061216871
96,0.8495077127291327,0.5733078939253777
97,0.847742104722433,0.5947857563148826
98,0.8332293648049369,0.5567226890756303
99,0.848518209492929,0.5862456584218294
100,0.8551359267858354,0.6025752534646722
